Accession,Pangolin,Length,State,Collection_Date,Year,Month,Day,Country
MZ784147,Q.3,29761,UT,2021-07-08,2021,7,8,USA
MZ746148,B.1.427,29823,UT,2021-04-17,2021,4,17,USA
MZ746153,B.1.1.519,29804,UT,2021-04-12,2021,4,12,USA
MZ746221,B.1.2,29806,UT,2021-04-08,2021,4,8,USA
MZ746235,B.1.617.1,29791,UT,2021-04-18,2021,4,18,USA
MZ746248,B.1.526,29778,UT,2021-04-12,2021,4,12,USA
MZ746332,B.1.429,29836,UT,2021-04-12,2021,4,12,USA
MZ746458,B.1.637,29790,UT,2021-07-14,2021,7,14,USA
MZ746561,B.1.1.222,29806,UT,2021-04-12,2021,4,12,USA
MZ746637,B.1.637,29793,UT,2021-04-16,2021,4,16,USA
MZ728098,P.1,29800,UT,2021-05-19,2021,5,19,USA
MZ728113,P.1,29808,UT,2021-06-18,2021,6,18,USA
MZ728147,B.1.526,29807,UT,2021-05-12,2021,5,12,USA
MZ728164,B.1.526,29797,UT,2021-06-28,2021,6,28,USA
MZ728169,B.1.429,29810,UT,2021-05-13,2021,5,13,USA
MZ728200,B.1.1.519,29806,UT,2021-05-13,2021,5,13,USA
MZ728262,B.1.575,29804,UT,2021-05-11,2021,5,11,USA
MZ728310,B.1.637,29778,UT,2021-06-20,2021,6,20,USA
MZ728382,Q.3,29817,UT,2021-05-19,2021,5,19,USA
MZ728526,B.1.429,29836,UT,2021-06-23,2021,6,23,USA
MZ716658,B.1.617.2,29775,UT,2021-06-26,2021,6,26,USA
MZ704152,B.1.632,29833,UT,2021-07-09,2021,7,9,USA
MZ683584,P.1.17,29825,UT,2021-04-27,2021,4,27,USA
MZ683691,A.2.5,29829,UT,2021-07-14,2021,7,14,USA
MZ566366,P.1.17,29831,UT,2021-06-14,2021,6,14,USA
MZ451852,B.1.637,29851,UT,2021-05-26,2021,5,26,USA
MZ414522,B.1.637,29860,UT,2021-03-31,2021,3,31,USA
MZ258810,B.1.2,29869,UT,2021-03-13,2021,3,13,USA
MZ260095,B.1.400,29877,UT,2021-03-04,2021,3,4,USA
MZ260140,B.1.561,29899,UT,2021-03-08,2021,3,8,USA
MZ260272,B.1.427,29865,UT,2021-03-12,2021,3,12,USA
MZ238425,B.1.427,29902,UT,2021-05-04,2021,5,4,USA
MZ211380,B.1.575,29901,UT,2021-04-12,2021,4,12,USA
MZ022846,P.2,29900,UT,2021-03-26,2021,3,26,USA
MW993035,B.1,29897,UT,2021-03-10,2021,3,10,USA
MW901715,B.1.526,29893,UT,2021-03-20,2021,3,20,USA
MW888111,B.1.595,29872,UT,2021-01-06,2021,1,6,USA
MW888119,B.1.2,29867,UT,2020-12-31,2020,12,31,USA
MW880483,R.1,29902,UT,2021-03-22,2021,3,22,USA
MW868858,B.1.596,29867,UT,2021-03-15,2021,3,15,USA
MW844742,B.1.1.7,29719,UT,2021-02-25,2021,2,25,USA
MW850134,B.1.2,29867,UT,2020-11-30,2020,11,30,USA
MW780501,B.1,29715,UT,2021-02-25,2021,2,25,USA
MW763626,B.1.596,29782,UT,2021-02-26,2021,2,26,USA
MW730972,B.1.243,29867,UT,2021-01-12,2021,1,12,USA
MW731350,B.1.609,29867,UT,2021-02-08,2021,2,8,USA
MW733961,B.1.564.1,29714,UT,2021-02-19,2021,2,19,USA
MW728433,B.1.177,29782,UT,2021-02-21,2021,2,21,USA
MW707886,B.1.1.416,29669,UT,2021-02-15,2021,2,15,USA
MW708427,B.1.565,29868,UT,2021-01-19,2021,1,19,USA
MW708433,B.1.306,29867,UT,2021-01-06,2021,1,6,USA
MW708434,B.1,29867,UT,2020-12-31,2020,12,31,USA
MW708436,B.1.1.348,29867,UT,2021-01-16,2021,1,16,USA
MW708442,B.1.400,29867,UT,2020-12-31,2020,12,31,USA
MW708447,B.1.350,29867,UT,2021-01-13,2021,1,13,USA
MW708451,B.1.234,29867,UT,2020-12-31,2020,12,31,USA
MW708453,B.1.609,29867,UT,2021-01-18,2021,1,18,USA
MW648742,B.1.2,29904,UT,2020-10-22,2020,10,22,USA
MW643229,B.1.1.337,29714,UT,2021-01-28,2021,1,28,USA
MW643653,B.1.596,29714,UT,2021-01-29,2021,1,29,USA
MW643862,B.1.568,29714,UT,2021-02-01,2021,2,1,USA
MW636959,B.1.400.1,29714,UT,2021-01-15,2021,1,15,USA
MW636975,B.1.427,29714,UT,2021-01-16,2021,1,16,USA
MW596167,B.1.544,29859,UT,2021-01-10,2021,1,10,USA
MW585905,B.1.561,29858,UT,2021-01-18,2021,1,18,USA
MW583248,B.1.1.207,29855,UT,2021-01-14,2021,1,14,USA
MW550398,B.1.595,29872,UT,2020-11-30,2020,11,30,USA
MW550701,B.1,29869,UT,2020-11-30,2020,11,30,USA
MW241170,A.1,29891,UT,2020-04-09,2020,4,9,USA
MW241172,B.1.370,29899,UT,2020-04-05,2020,4,5,USA
MW241178,B.1,29892,UT,2020-10-01,2020,10,1,USA
MW241179,B.1,29891,UT,2020-04-06,2020,4,6,USA
MW241336,B.1.199,29899,UT,2020-05-12,2020,5,12,USA
MW241344,B.1.274,29870,UT,2020-05-13,2020,5,13,USA
MW241347,B.1.370,29899,UT,2020-05-12,2020,5,12,USA
MW241350,B.1.106,29892,UT,2020-05-13,2020,5,13,USA
MW241361,B.1.1,29899,UT,2020-05-13,2020,5,13,USA
MW241384,B.1.595,29901,UT,2020-10-05,2020,10,5,USA
MW210960,B.1.554,29903,UT,2020-06-22,2020,6,22,USA
MW210965,B.1.425,29849,UT,2020-06-21,2020,6,21,USA
MW190183,B.1.426,29846,UT,2020-06-20,2020,6,20,USA
MW190280,B.1,29764,UT,2020-03-15,2020,3,15,USA
MW190282,A.3,29782,UT,2020-03-16,2020,3,16,USA
MW190283,A.1,29782,UT,2020-03-13,2020,3,13,USA
MW190290,A,29755,UT,2020-03-16,2020,3,16,USA
MW190299,B.1.314,29782,UT,2020-03-14,2020,3,14,USA
MW190301,B.1.1,29782,UT,2020-03-15,2020,3,15,USA
MW190558,B.3,29782,UT,2020-03-13,2020,3,13,USA
MW190561,B.4,29782,UT,2020-03-15,2020,3,15,USA
MW190564,B.1.1.10,29782,UT,2020-03-14,2020,3,14,USA
MW190566,B.40,29785,UT,2020-03-14,2020,3,14,USA
MW190573,B,29782,UT,2020-03-16,2020,3,16,USA
MW190576,B.30,29782,UT,2020-03-15,2020,3,15,USA
MW190584,B.1.319,29782,UT,2020-03-13,2020,3,13,USA
MW190585,B.39,29782,UT,2020-03-14,2020,3,14,USA
MW190588,B.1.2,29782,UT,2020-03-14,2020,3,14,USA
MW190605,B.1.332,29782,UT,2020-03-14,2020,3,14,USA
MW190606,B.1.320,29782,UT,2020-03-16,2020,3,16,USA
MW190609,B.1.302,29782,UT,2020-03-14,2020,3,14,USA
MW190724,B.1.91,29782,UT,2020-03-10,2020,3,10,USA
MW190816,B.57,29779,UT,2020-03-16,2020,3,16,USA
MW190926,B.1.37,29782,UT,2020-03-12,2020,3,12,USA
MW190927,A.5,29782,UT,2020-03-12,2020,3,12,USA
MW190930,B.1.439,29782,UT,2020-03-13,2020,3,13,USA
MW191026,B.1.413,29782,UT,2020-03-12,2020,3,12,USA
MW191285,A.4,29782,UT,2020-03-13,2020,3,13,USA
MW191396,B.1.110,29782,UT,2020-03-14,2020,3,14,USA
MW191397,B.1.1.231,29782,UT,2020-03-13,2020,3,13,USA
MW191406,B.1.595,29782,UT,2020-03-13,2020,3,13,USA
MW191420,B.1.369,29782,UT,2020-03-12,2020,3,12,USA
MW181442,B.1.108,29864,UT,2020-07-06,2020,7,6,USA
MW181473,B.1.515,29893,UT,2020-04-18,2020,4,18,USA
MW181474,B.1.425,29840,UT,2020-05-30,2020,5,30,USA
MW181500,B.1,29903,UT,2020-06-01,2020,6,1,USA
MW181518,B.1.301,29903,UT,2020-05-28,2020,5,28,USA
MW181520,B.1.426,29901,UT,2020-05-30,2020,5,30,USA
MW181526,B.1,29839,UT,2020-05-29,2020,5,29,USA
MW172721,B.1.426,29897,UT,2020-04-24,2020,4,24,USA
MW172727,B.1.314,29868,UT,2020-04-03,2020,4,3,USA
MW172733,B.1.384,29899,UT,2020-04-03,2020,4,3,USA
MW172756,B.1.370,29841,UT,2020-06-22,2020,6,22,USA
MW172813,B.1.1,29814,UT,2020-06-22,2020,6,22,USA
MT614510,B.1.166,29779,UT,2020-03-12,2020,3,12,USA
MT334541,B.1.391,29902,UT,2020-03-11,2020,3,11,USA
MT334544,B.1.370,29903,UT,2020-03-19,2020,3,19,USA
OQ731992,CH.1.1,29779,CT,2022-02-17,2022,2,17,USA
OQ543426,XBE,29755,CT,2022-09-02,2022,9,2,USA
OQ421285,BQ.1.12,29592,CT,2022-11-06,2022,11,6,USA
OQ421286,BF.7,29504,CT,2022-11-08,2022,11,8,USA
OQ421288,BA.5.1.33,29688,CT,2022-11-11,2022,11,11,USA
OQ421289,BA.5.2.34,29658,CT,2022-11-11,2022,11,11,USA
OQ362416,CQ.2,29655,CT,2022-12-25,2022,12,25,USA
OQ362426,BQ.1.1,29625,CT,2022-12-26,2022,12,26,USA
OQ362453,BA.2.12.1,29649,CT,2022-12-29,2022,12,29,USA
OQ352334,BA.4.6.5,29616,CT,2022-11-09,2022,11,9,USA
OQ318762,BQ.1.1.18,29790,CT,2022-12-02,2022,12,2,USA
OQ263573,BQ.1.2,29687,CT,2022-12-30,2022,12,30,USA
OQ263690,BQ.1.12,29719,CT,2022-12-31,2022,12,31,USA
OQ205303,BE.1.1,29720,CT,2022-12-23,2022,12,23,USA
OQ205407,DL.1,29720,CT,2022-12-26,2022,12,26,USA
OQ205434,BQ.1.18,29684,CT,2022-12-26,2022,12,26,USA
OQ205435,BQ.1,29684,CT,2022-12-26,2022,12,26,USA
OQ205656,BQ.1.1.68,29687,CT,2022-12-26,2022,12,26,USA
OQ205669,CH.1.1,29630,CT,2022-12-26,2022,12,26,USA
OQ205679,CK.1,29717,CT,2022-12-26,2022,12,26,USA
OQ206574,XBB.1.5,29628,CT,2022-12-30,2022,12,30,USA
OQ190857,BA.5.2,29738,CT,2022-12-07,2022,12,7,USA
OQ166109,BQ.1.13,29720,CT,2022-12-19,2022,12,19,USA
OQ167503,BQ.1.1.51,29711,CT,2022-12-23,2022,12,23,USA
OQ167510,BQ.1.1.4,29687,CT,2022-12-23,2022,12,23,USA
OQ167511,BF.7.4,29687,CT,2022-12-23,2022,12,23,USA
OQ167728,BE.1.4.2,29721,CT,2022-12-24,2022,12,24,USA
OQ157897,BQ.1.3,29720,CT,2022-12-14,2022,12,14,USA
OQ158181,CK.3,29602,CT,2022-12-18,2022,12,18,USA
OQ158183,CR.1.1,29699,CT,2022-12-18,2022,12,18,USA
OQ158190,BQ.1.27,29688,CT,2022-12-18,2022,12,18,USA
OQ158203,BF.7,29720,CT,2022-12-18,2022,12,18,USA
OQ158272,BA.4.6,29712,CT,2022-12-18,2022,12,18,USA
OQ158439,BQ.1.1.22,29684,CT,2022-12-19,2022,12,19,USA
OQ158441,EB.1,29720,CT,2022-12-19,2022,12,19,USA
OQ158523,BQ.1.1.6,29720,CT,2022-12-19,2022,12,19,USA
OQ123212,BQ.1.1.69,29721,CT,2022-12-17,2022,12,17,USA
OQ109899,BQ.1.14,29615,CT,2022-12-10,2022,12,10,USA
OQ110156,BQ.1.1.3,29655,CT,2022-12-11,2022,12,11,USA
OQ110173,BQ.1.1.52,29653,CT,2022-12-11,2022,12,11,USA
OQ110187,BQ.1.23,29654,CT,2022-12-11,2022,12,11,USA
OQ110197,BQ.1.11,29657,CT,2022-12-11,2022,12,11,USA
OQ080342,BQ.1.1.41,29720,CT,2022-12-02,2022,12,2,USA
OQ080504,BA.5.1.5,29720,CT,2022-12-03,2022,12,3,USA
OQ080540,BA.5.1,29687,CT,2022-12-03,2022,12,3,USA
OQ080728,BQ.1.6,29655,CT,2022-12-04,2022,12,4,USA
OQ080872,BQ.1.29,29721,CT,2022-12-04,2022,12,4,USA
OQ081651,BL.6,29598,CT,2022-12-09,2022,12,9,USA
OQ075435,BA.5.2.1,29790,CT,2022-10-24,2022,10,24,USA
OQ072183,BA.5.2.1,29720,CT,2022-12-02,2022,12,2,USA
OQ072184,BN.1.4,29727,CT,2022-12-02,2022,12,2,USA
OQ072186,BN.1.3.1,29694,CT,2022-12-02,2022,12,2,USA
OQ072398,BQ.1.1.27,29721,CT,2022-12-02,2022,12,2,USA
OQ072409,BN.1,29693,CT,2022-12-02,2022,12,2,USA
OQ072414,BF.7.4.1,29655,CT,2022-12-02,2022,12,2,USA
OQ072424,CM.2,29658,CT,2022-12-02,2022,12,2,USA
OQ072593,BQ.1.5,29589,CT,2022-12-04,2022,12,4,USA
OQ054641,BF.11,29625,CT,2022-11-03,2022,11,3,USA
OQ031666,BQ.1.8,29795,CT,2022-11-30,2022,11,30,USA
OP992567,BQ.1.1.27,29687,CT,2022-11-25,2022,11,25,USA
OP992571,BA.5.2.6,29720,CT,2022-11-25,2022,11,25,USA
OP992608,BN.1,29693,CT,2022-11-26,2022,11,26,USA
OP992687,BQ.1,29687,CT,2022-11-26,2022,11,26,USA
OP992730,DJ.1.1,29718,CT,2022-11-26,2022,11,26,USA
OP992749,BQ.1.1.5,29720,CT,2022-11-26,2022,11,26,USA
OP992758,BA.4.6,29711,CT,2022-11-26,2022,11,26,USA
OP992759,BE.1.4.2,29720,CT,2022-11-26,2022,11,26,USA
OP992792,BQ.1.13,29687,CT,2022-11-27,2022,11,27,USA
OP992800,BF.26,29657,CT,2022-11-27,2022,11,27,USA
OP992821,BQ.1.1,29657,CT,2022-11-27,2022,11,27,USA
OP992893,BE.1.2,29687,CT,2022-11-27,2022,11,27,USA
OP992895,BA.5.1,29687,CT,2022-11-27,2022,11,27,USA
OP992896,BF.7.4.1,29655,CT,2022-11-27,2022,11,27,USA
OP993340,BQ.1.23,29717,CT,2022-11-28,2022,11,28,USA
OP993344,BQ.1.1.52,29657,CT,2022-11-28,2022,11,28,USA
OP993346,BA.5.2.20,29687,CT,2022-11-28,2022,11,28,USA
OP993428,CQ.2,29685,CT,2022-11-28,2022,11,28,USA
OP993520,BA.2.10.1,29690,CT,2022-11-28,2022,11,28,USA
OP955004,CM.2,29631,CT,2022-11-20,2022,11,20,USA
OP955040,BF.7.12,29721,CT,2022-11-20,2022,11,20,USA
OP955047,BN.1.4,29694,CT,2022-11-20,2022,11,20,USA
OP923799,BA.4.6,29649,CT,2022-10-20,2022,10,20,USA
OP923807,BA.5.2,29688,CT,2022-10-21,2022,10,21,USA
OP906579,BA.5.2.1,29687,CT,2022-11-12,2022,11,12,USA
OP906639,CH.1.1,29628,CT,2022-11-13,2022,11,13,USA
OP906659,BF.7.4,29687,CT,2022-11-13,2022,11,13,USA
OP906661,BQ.1.5,29720,CT,2022-11-13,2022,11,13,USA
OP906999,BQ.1.1.68,29717,CT,2022-11-14,2022,11,14,USA
OP907021,BA.5.2.58,29625,CT,2022-11-14,2022,11,14,USA
OP907025,BQ.1.1.4,29657,CT,2022-11-14,2022,11,14,USA
OP907051,BA.5.2.23,29721,CT,2022-11-14,2022,11,14,USA
OP907056,BQ.1.1.57,29657,CT,2022-11-14,2022,11,14,USA
OP907466,CR.1.1,29603,CT,2022-11-17,2022,11,17,USA
OP907507,BA.5.9,29721,CT,2022-11-17,2022,11,17,USA
OP907538,BF.7.3,29712,CT,2022-11-17,2022,11,17,USA
OP907725,BA.5.2.28,29687,CT,2022-11-18,2022,11,18,USA
OP907776,BQ.1.3,29720,CT,2022-11-18,2022,11,18,USA
OP895395,BF.10,29641,CT,2022-10-09,2022,10,9,USA
OP885634,BA.5.1.5,29798,CT,2022-10-26,2022,10,26,USA
OP885636,BE.1.2.1,29798,CT,2022-10-31,2022,10,31,USA
OP876079,EE.1,29687,CT,2022-11-10,2022,11,10,USA
OP876362,BQ.1.2,29720,CT,2022-11-12,2022,11,12,USA
OP876364,XBB,29691,CT,2022-11-12,2022,11,12,USA
OP876496,BA.5.2,29720,CT,2022-11-13,2022,11,13,USA
OP876604,BQ.1.1.3,29625,CT,2022-11-14,2022,11,14,USA
OP876605,BQ.1.1.1,29720,CT,2022-11-14,2022,11,14,USA
OP867319,CE.1,29687,CT,2022-10-04,2022,10,4,USA
OP867322,BU.1,29684,CT,2022-10-04,2022,10,4,USA
OP867357,BA.2.75.2,29726,CT,2022-10-04,2022,10,4,USA
OP867358,BA.5.1,29687,CT,2022-10-04,2022,10,4,USA
OP867360,BF.7,29721,CT,2022-10-04,2022,10,4,USA
OP867431,BF.5,29720,CT,2022-10-05,2022,10,5,USA
OP867437,BA.4.1,29711,CT,2022-10-05,2022,10,5,USA
OP867446,BA.5.2.34,29720,CT,2022-10-05,2022,10,5,USA
OP867495,BF.27,29688,CT,2022-10-05,2022,10,5,USA
OP867685,BA.5.2.47,29720,CT,2022-10-06,2022,10,6,USA
OP867716,BA.5.2.25,29720,CT,2022-10-06,2022,10,6,USA
OP867719,BA.5.1.2,29651,CT,2022-10-06,2022,10,6,USA
OP867720,BQ.1.12,29720,CT,2022-10-06,2022,10,6,USA
OP867721,BA.5.5.1,29687,CT,2022-10-06,2022,10,6,USA
OP867722,BA.5.2.20,29687,CT,2022-10-06,2022,10,6,USA
OP867884,BA.4.6.5,29616,CT,2022-10-07,2022,10,7,USA
OP867888,BA.5.1.25,29687,CT,2022-10-07,2022,10,7,USA
OP867897,BF.21,29721,CT,2022-10-07,2022,10,7,USA
OP867946,BA.5.2.9,29687,CT,2022-10-07,2022,10,7,USA
OP867963,BF.11,29687,CT,2022-10-07,2022,10,7,USA
OP868034,BF.7.4,29625,CT,2022-10-08,2022,10,8,USA
OP868113,BA.5.2.31,29696,CT,2022-10-09,2022,10,9,USA
OP868114,BA.2,29706,CT,2022-10-09,2022,10,9,USA
OP868115,BA.5.10,29720,CT,2022-10-09,2022,10,9,USA
OP868315,BQ.1.1,29657,CT,2022-10-10,2022,10,10,USA
OP861184,BU.1,29718,CT,2022-11-05,2022,11,5,USA
OP861189,BF.5,29720,CT,2022-11-05,2022,11,5,USA
OP861194,BF.13,29655,CT,2022-11-05,2022,11,5,USA
OP861213,BF.10,29720,CT,2022-11-05,2022,11,5,USA
OP855082,BQ.1.6,29592,CT,2022-11-04,2022,11,4,USA
OP827306,BF.7.4.1,29688,CT,2022-10-30,2022,10,30,USA
OP827318,BF.25,29720,CT,2022-10-30,2022,10,30,USA
OP827329,BQ.1.6,29720,CT,2022-10-30,2022,10,30,USA
OP827369,BQ.1.1.5,29720,CT,2022-10-31,2022,10,31,USA
OP828226,BE.4.1,29720,CT,2022-11-03,2022,11,3,USA
OP803284,EF.1.1,29790,CT,2022-10-20,2022,10,20,USA
OP790717,BQ.1,29657,CT,2022-10-22,2022,10,22,USA
OP790762,BA.5.2.26,29589,CT,2022-10-23,2022,10,23,USA
OP790770,BF.13,29592,CT,2022-10-23,2022,10,23,USA
OP791277,BQ.1.1.3,29687,CT,2022-10-26,2022,10,26,USA
OP791278,BA.5.1.23,29711,CT,2022-10-26,2022,10,26,USA
OP791280,BA.5.1.30,29688,CT,2022-10-26,2022,10,26,USA
OP791283,BA.5.2.57,29729,CT,2022-10-26,2022,10,26,USA
OP791284,BQ.1.7,29721,CT,2022-10-26,2022,10,26,USA
OP791551,BF.26,29655,CT,2022-10-27,2022,10,27,USA
OP791737,BA.5.2.52,29657,CT,2022-10-29,2022,10,29,USA
OP791739,DC.1,29648,CT,2022-10-29,2022,10,29,USA
OP780187,BA.5.6,29718,CT,2022-10-14,2022,10,14,USA
OP780249,BQ.1.2,29709,CT,2022-10-14,2022,10,14,USA
OP771681,BA.5.1.28,29721,CT,2022-10-07,2022,10,7,USA
OP771757,BE.1.2,29718,CT,2022-10-10,2022,10,10,USA
OP771921,BA.4,29709,CT,2022-10-10,2022,10,10,USA
OP771946,BQ.1.2.1,29715,CT,2022-10-10,2022,10,10,USA
OP772737,BQ.1.1.6,29718,CT,2022-10-06,2022,10,6,USA
OP753889,BA.2.75.3,29630,CT,2022-10-14,2022,10,14,USA
OP753897,BF.28,29648,CT,2022-10-14,2022,10,14,USA
OP753917,BQ.1.13,29689,CT,2022-10-14,2022,10,14,USA
OP727939,BL.2,29775,CT,2022-10-14,2022,10,14,USA
OP721656,BE.1,29718,CT,2022-10-10,2022,10,10,USA
OP724056,BA.5.1,29625,CT,2022-09-24,2022,9,24,USA
OP724064,BA.5.2.1,29658,CT,2022-09-25,2022,9,25,USA
OP724066,BE.1.1,29687,CT,2022-09-25,2022,9,25,USA
OP724084,BA.4.6,29649,CT,2022-09-27,2022,9,27,USA
OP724088,BA.5.2,29625,CT,2022-09-27,2022,9,27,USA
OP714538,BE.1.1,29687,CT,2022-10-04,2022,10,4,USA
OP714553,BE.3,29720,CT,2022-10-06,2022,10,6,USA
OP714716,BA.5.1.1,29657,CT,2022-10-10,2022,10,10,USA
OP715162,BA.4.7,29615,CT,2022-10-13,2022,10,13,USA
OP706780,BA.2.75,29726,CT,2022-10-04,2022,10,4,USA
OP707144,BA.5.5,29687,CT,2022-10-06,2022,10,6,USA
OP679054,BF.7,29790,CT,2022-09-12,2022,9,12,USA
OP659103,BA.5.5,29655,CT,2022-09-21,2022,9,21,USA
OP659174,BF.10,29720,CT,2022-09-22,2022,9,22,USA
OP659386,BA.5.1.3,29720,CT,2022-09-23,2022,9,23,USA
OP659392,BF.41,29624,CT,2022-09-23,2022,9,23,USA
OP659620,BA.5.6,29655,CT,2022-09-25,2022,9,25,USA
OP659745,BE.3,29720,CT,2022-09-26,2022,9,26,USA
OP659842,BE.1,29721,CT,2022-09-26,2022,9,26,USA
OP661590,BF.5,29687,CT,2022-09-27,2022,9,27,USA
OP669908,BA.5.2.3,29720,CT,2022-09-26,2022,9,26,USA
OP670028,BA.5.1.5,29687,CT,2022-09-27,2022,9,27,USA
OP670286,BA.4.4,29679,CT,2022-09-28,2022,9,28,USA
OP670289,BA.4.7,29583,CT,2022-09-28,2022,9,28,USA
OP670321,BA.5.9,29650,CT,2022-09-28,2022,9,28,USA
OP670413,BA.5.3.1,29685,CT,2022-09-29,2022,9,29,USA
OP670451,BF.11,29687,CT,2022-09-29,2022,9,29,USA
OP671557,BA.5.1.6,29624,CT,2022-10-04,2022,10,4,USA
OP671761,BE.2,29687,CT,2022-10-06,2022,10,6,USA
OP648800,BA.2.75,29724,CT,2022-09-30,2022,9,30,USA
OP652258,BA.5.2,29650,CT,2022-08-09,2022,8,9,USA
OP652262,BF.5,29688,CT,2022-08-09,2022,8,9,USA
OP652281,BF.10,29679,CT,2022-08-14,2022,8,14,USA
OP657000,BA.5.1.6,29624,CT,2022-09-20,2022,9,20,USA
OP657374,BA.5.2.57,29688,CT,2022-09-21,2022,9,21,USA
OP657396,BA.5.2.20,29721,CT,2022-09-21,2022,9,21,USA
OP658003,BA.5.1.1,29688,CT,2022-09-23,2022,9,23,USA
OP579406,BA.4,29709,CT,2022-09-16,2022,9,16,USA
OP579429,BA.5.5.1,29718,CT,2022-09-16,2022,9,16,USA
OP579451,BF.14,29718,CT,2022-09-16,2022,9,16,USA
OP579704,BA.5.1.2,29718,CT,2022-09-18,2022,9,18,USA
OP582068,BF.36,29657,CT,2022-09-14,2022,9,14,USA
OP582227,BF.39,29625,CT,2022-09-15,2022,9,15,USA
OP582364,BF.8,29720,CT,2022-09-16,2022,9,16,USA
OP582376,BA.5.6.1,29687,CT,2022-09-16,2022,9,16,USA
OP582777,BA.5.1.10,29687,CT,2022-09-19,2022,9,19,USA
OP576542,BA.2.75.2,29724,CT,2022-09-17,2022,9,17,USA
OP551729,BA.4.1,29709,CT,2022-09-12,2022,9,12,USA
OP483150,BA.5,29720,CT,2022-09-08,2022,9,8,USA
OP483465,BA.5.1.7,29657,CT,2022-09-09,2022,9,9,USA
OP491633,BA.2.12.1,29796,CT,2022-05-03,2022,5,3,USA
OP491634,BA.2,29796,CT,2022-05-05,2022,5,5,USA
OP491732,BE.3,29755,CT,2022-08-22,2022,8,22,USA
OP491821,BA.5.1,29781,CT,2022-08-29,2022,8,29,USA
OP462613,BA.5.2.1,29672,CT,2022-08-30,2022,8,30,USA
OP462709,BA.4.2,29615,CT,2022-08-31,2022,8,31,USA
OP462724,BA.5.6,29624,CT,2022-08-31,2022,8,31,USA
OP462979,BF.7,29688,CT,2022-08-31,2022,8,31,USA
OP462982,BA.4.6,29712,CT,2022-08-31,2022,8,31,USA
OP463311,BE.2,29675,CT,2022-09-01,2022,9,1,USA
OP463483,BA.5.8,29624,CT,2022-09-02,2022,9,2,USA
OP463754,BF.4,29720,CT,2022-09-03,2022,9,3,USA
OP462251,BA.4.6,29781,CT,2022-07-29,2022,7,29,USA
OP462393,BA.4.1.6,29781,CT,2022-08-04,2022,8,4,USA
OP437109,BA.4.1,29706,CT,2022-08-28,2022,8,28,USA
OP438639,BA.4.4,29616,CT,2022-08-31,2022,8,31,USA
OP431538,BA.5.1,29790,CT,2022-07-25,2022,7,25,USA
OP431581,BA.4.1,29782,CT,2022-07-26,2022,7,26,USA
OP431598,BA.2.12.1,29803,CT,2022-07-27,2022,7,27,USA
OP431673,BA.5,29799,CT,2022-08-01,2022,8,1,USA
OP431684,BA.5.5,29644,CT,2022-08-02,2022,8,2,USA
OP431702,BA.5.1.1,29797,CT,2022-08-03,2022,8,3,USA
OP423224,BA.4,29711,CT,2022-08-26,2022,8,26,USA
OP423469,BA.2.38,29718,CT,2022-08-27,2022,8,27,USA
OP424362,BE.1.1,29624,CT,2022-08-30,2022,8,30,USA
OP415858,BF.8,29718,CT,2022-08-26,2022,8,26,USA
OP416102,BF.40,29718,CT,2022-08-27,2022,8,27,USA
OP416390,BE.1,29718,CT,2022-08-27,2022,8,27,USA
OP402405,BF.36,29592,CT,2022-08-28,2022,8,28,USA
OP402606,BA.5.2.20,29721,CT,2022-08-29,2022,8,29,USA
OP383984,BF.3,29720,CT,2022-08-19,2022,8,19,USA
OP385193,BA.5.8,29657,CT,2022-08-22,2022,8,22,USA
OP385835,BA.5.1.3,29624,CT,2022-08-22,2022,8,22,USA
OP386712,BA.5.1.6,29592,CT,2022-08-23,2022,8,23,USA
OP387646,BA.2.75,29727,CT,2022-08-25,2022,8,25,USA
OP365344,BA.5.1.2,29718,CT,2022-08-18,2022,8,18,USA
OP335106,BF.4,29624,CT,2022-08-18,2022,8,18,USA
OP336106,BF.1,29718,CT,2022-08-11,2022,8,11,USA
OP337908,BA.2.12.1,29724,CT,2022-08-13,2022,8,13,USA
OP307550,BF.6,29711,CT,2022-08-12,2022,8,12,USA
OP288434,BF.1.1,29718,CT,2022-08-07,2022,8,7,USA
OP288453,BF.11,29718,CT,2022-08-07,2022,8,7,USA
OP292353,BF.10,29650,CT,2022-07-11,2022,7,11,USA
OP283790,BA.5.1.5,29721,CT,2022-08-08,2022,8,8,USA
OP284649,BA.5.2.3,29720,CT,2022-08-09,2022,8,9,USA
OP285748,BA.4.1.1,29616,CT,2022-08-11,2022,8,11,USA
OP239701,BA.5.2.2,29592,CT,2022-08-01,2022,8,1,USA
OP239706,BA.5.3.1,29720,CT,2022-08-01,2022,8,1,USA
OP240833,BA.5.6.1,29720,CT,2022-08-03,2022,8,3,USA
OP225178,BA.5.9,29720,CT,2022-08-02,2022,8,2,USA
OP210427,BA.5.1.30,29790,CT,2022-07-05,2022,7,5,USA
OP210644,BA.5.2.20,29674,CT,2022-07-13,2022,7,13,USA
OP199936,BA.5.2.1,29718,CT,2022-07-27,2022,7,27,USA
OP201235,BA.4,29583,CT,2022-07-26,2022,7,26,USA
OP201251,BA.5.6,29688,CT,2022-07-26,2022,7,26,USA
OP201323,BA.5.2,29720,CT,2022-07-27,2022,7,27,USA
OP201336,BA.5.1.6,29687,CT,2022-07-27,2022,7,27,USA
