Accession,Pangolin,Length,Country,Collection_Date,Year,Month,Day
BS006378,BF.7.4,29787,Japan,2022-11-18,2022,11,18
BS006388,BQ.1.12,29768,Japan,2022-11-21,2022,11,21
BS006405,XBB.1,29777,Japan,2022-11-21,2022,11,21
BS006414,BF.7.15,29750,Japan,2022-11-24,2022,11,24
BS006421,BA.2.3.20,29769,Japan,2022-11-24,2022,11,24
BS006424,BQ.1.1.70,29791,Japan,2022-11-22,2022,11,22
BS006426,BA.5.2.20,29771,Japan,2022-11-22,2022,11,22
BS006428,BA.5.2.18,29748,Japan,2022-11-23,2022,11,23
BS006455,BA.5.1.5,29748,Japan,2022-11-28,2022,11,28
BS006459,CH.1.1,29774,Japan,2022-11-28,2022,11,28
LC743814,BA.2.3.1,29303,Japan,2022-05-13,2022,5,13
LC743815,BF.5,29694,Japan,2022-07-14,2022,7,14
LC743817,BF.1,29694,Japan,2022-08-12,2022,8,12
LC743826,BA.5.2.12,28877,Japan,2022-08-12,2022,8,12
LC743827,BA.5.1.2,29693,Japan,2022-08-26,2022,8,26
LC743828,BF.28,29694,Japan,2022-07-28,2022,7,28
LC743833,BF.2,29297,Japan,2022-07-22,2022,7,22
LC743834,BA.1.1.2,29723,Japan,2022-02-14,2022,2,14
LC743836,BA.2.18,29303,Japan,2022-08-27,2022,8,27
LC742929,B,29859,Japan,2022-12-12,2022,12,12
OQ052979,BA.1.1.2,29849,Japan,2022-04-14,2022,4,14
OQ052983,BA.2,29837,Japan,2022-04-28,2022,4,28
OQ052985,BA.2.29,29812,Japan,2022-04-21,2022,4,21
OQ052989,BA.1.1.2,29832,Japan,2022-03-08,2022,3,8
LC741434,BF.22,29694,Japan,2022-06-30,2022,6,30
LC741435,BA.5.2,29694,Japan,2022-06-30,2022,6,30
LC741441,BC.1,29723,Japan,2022-02-28,2022,2,28
LC741445,BF.2,29297,Japan,2022-08-03,2022,8,3
BS006081,BA.5.1,29784,Japan,2022-10-23,2022,10,23
BS006086,BF.22,29732,Japan,2022-10-19,2022,10,19
BS006101,BA.5.2.12,29730,Japan,2022-10-23,2022,10,23
BS006115,BA.2.3.20,29757,Japan,2022-10-24,2022,10,24
BS006149,BF.1,29772,Japan,2022-10-18,2022,10,18
BS006165,BA.5.2.34,29788,Japan,2022-10-31,2022,10,31
BS006167,BF.7.21,29764,Japan,2022-10-31,2022,10,31
BS006174,BA.5.2.26,29772,Japan,2022-10-31,2022,10,31
BS006177,BF.11.5,29763,Japan,2022-10-31,2022,10,31
BS006180,BE.1.1,29764,Japan,2022-11-01,2022,11,1
BS006184,BA.5.1.12,29748,Japan,2022-11-01,2022,11,1
BS006186,BF.22,29785,Japan,2022-11-01,2022,11,1
BS006187,BA.5.3.1,29533,Japan,2022-11-02,2022,11,2
BS006194,BF.7,29775,Japan,2022-10-31,2022,10,31
BS006204,BQ.1.10,29791,Japan,2022-11-04,2022,11,4
BS006231,BF.28,29745,Japan,2022-10-04,2022,10,4
BS006254,BE.1,29731,Japan,2022-10-13,2022,10,13
LC740873,BA.2.29,29700,Japan,2022-06-02,2022,6,2
OP783359,BA.5.1,29676,Japan,2022-09-27,2022,9,27
BS005955,BA.5.1.5,29759,Japan,2022-09-06,2022,9,6
BS005959,BF.22,29713,Japan,2022-09-08,2022,9,8
BS005960,BF.12,29730,Japan,2022-09-09,2022,9,9
BS005968,BE.1,29761,Japan,2022-09-11,2022,9,11
BS005972,BA.5.1.22,29767,Japan,2022-09-12,2022,9,12
BS005980,BA.5.3.1,29507,Japan,2022-09-12,2022,9,12
BS005985,BA.4.1.9,29729,Japan,2022-09-13,2022,9,13
BS005990,BA.5.2.33,29739,Japan,2022-09-12,2022,9,12
BS005999,BA.5.2.28,29732,Japan,2022-09-16,2022,9,16
BS006002,BF.21,29755,Japan,2022-06-09,2022,6,9
BS006005,BA.5.2.20,29758,Japan,2022-09-20,2022,9,20
BS006019,BA.5.1.10,29747,Japan,2022-09-22,2022,9,22
BS006030,BA.4.1,29732,Japan,2022-09-24,2022,9,24
BS006059,BA.5.2.6,29756,Japan,2022-09,2022,9,1
BS006075,BA.5.2.20,29763,Japan,2022-10-04,2022,10,4
OP704211,AY.29,29764,Japan,2021-08-24,2021,8,24
OP658972,BA.1.1.2,29852,Japan,2022-05-02,2022,5,2
OP658973,BA.2,29783,Japan,2022-05-09,2022,5,9
OP658976,BA.2.3.18,29849,Japan,2022-05-17,2022,5,17
OP658977,BA.2.24,29815,Japan,2022-05-19,2022,5,19
OP658980,BA.1.1.2,29835,Japan,2022-06-03,2022,6,3
OP658982,BA.2.24,29829,Japan,2022-07-12,2022,7,12
OP658986,BA.2.3.13,29831,Japan,2022-07-16,2022,7,16
OP659001,AY.29,29856,Japan,2021-07-17,2021,7,17
OP659018,A,29865,Japan,2022-08-21,2022,8,21
OP603963,BE.1,29721,Japan,2022-04-29,2022,4,29
OP603964,BA.4.1,29712,Japan,2022-05-03,2022,5,3
OP603965,BA.5.2.1,29721,Japan,2022-05-05,2022,5,5
BS005588,BA.5.1.1,29729,Japan,2022-08-10,2022,8,10
BS005591,BA.5.5,29761,Japan,2022-08-11,2022,8,11
BS005600,BA.2.76,29749,Japan,2022-08-12,2022,8,12
BS005614,BA.2.10.2,29730,Japan,2022-08-15,2022,8,15
BS005626,BF.22,29733,Japan,2022-08-16,2022,8,16
BS005646,BA.5.2.28,29719,Japan,2022-08-16,2022,8,16
BS005670,BA.5.1.22,29711,Japan,2022-08-15,2022,8,15
BS005676,BA.5.1.16,29711,Japan,2022-08-15,2022,8,15
BS005701,BF.28,29715,Japan,2022-08-17,2022,8,17
BS005706,BE.1,29727,Japan,2022-08-16,2022,8,16
BS005710,BA.4,29709,Japan,2022-08-17,2022,8,17
BS005723,BF.38,29709,Japan,2022-08-19,2022,8,19
BS005724,BF.4,29720,Japan,2022-08-19,2022,8,19
BS005729,BA.5.1.5,29723,Japan,2022-08-21,2022,8,21
BS005743,BA.5.1.30,29738,Japan,2022-08-18,2022,8,18
BS005759,BE.1.1,29770,Japan,2022-08-22,2022,8,22
BS005847,BT.1,29749,Japan,2022-08-29,2022,8,29
BS005852,BA.5.2.27,29763,Japan,2022-08-29,2022,8,29
BS005857,BA.4.6,29714,Japan,2022-08-30,2022,8,30
BS005862,BA.5.10,29761,Japan,2022-08-30,2022,8,30
BS005891,BA.5.5,29743,Japan,2022-09-01,2022,9,1
BS005894,BA.2.13.1,29719,Japan,2022-08-31,2022,8,31
BS005906,BA.5.1.16,29761,Japan,2022-09-05,2022,9,5
BS005908,BF.38,29733,Japan,2022-09-02,2022,9,2
BS005913,BF.5.4,29709,Japan,2022-09-06,2022,9,6
BS005921,BA.2.13.1,29736,Japan,2022-09-06,2022,9,6
BS005923,BE.1.1,29732,Japan,2022-09-05,2022,9,5
BS005929,BF.11.1,29727,Japan,2022-09-06,2022,9,6
BS005568,BA.5.6.2,29722,Japan,2022-08-29,2022,8,29
BS005572,BF.5.2,29722,Japan,2022-09-04,2022,9,4
BS005581,XAZ,29722,Japan,2022-09-08,2022,9,8
BS005295,BA.5.1.3,29726,Japan,2022-08-01,2022,8,1
BS005300,BA.2.24,29741,Japan,2022-08-01,2022,8,1
BS005307,BF.12,29716,Japan,2022-08-01,2022,8,1
BS005308,BA.5.2.20,29719,Japan,2022-08-01,2022,8,1
BS005312,BA.2.12.1,29721,Japan,2022-08-01,2022,8,1
BS005322,BF.21,29765,Japan,2022-08-02,2022,8,2
BS005334,BF.21,29736,Japan,2022-07-31,2022,7,31
BS005349,BF.38.3,29747,Japan,2022-08-03,2022,8,3
BS005392,BA.2,29776,Japan,2022-08-02,2022,8,2
BS005409,XAZ,29742,Japan,2022-08-03,2022,8,3
BS005476,BA.2.3.1,29730,Japan,2022-08-07,2022,8,7
LC726734,BA.1.15,29864,Japan,2021-12,2021,12,1
LC726735,BA.2.24,29868,Japan,2022-02,2022,2,1
LC726736,BA.1.1,29862,Japan,2022-02,2022,2,1
LC726737,BA.1.15,29853,Japan,2022-01,2022,1,1
LC726738,BA.1.20,29853,Japan,2022-01,2022,1,1
LC726741,BA.2.56,29873,Japan,2022-05,2022,5,1
LC726742,BA.4,29831,Japan,2022-06,2022,6,1
LC726745,BA.1.1,29859,Japan,2021-12,2021,12,1
LC726746,AY.29.2,29889,Japan,2022-01,2022,1,1
LC726754,BA.1.1,29859,Japan,2022-01,2022,1,1
LC726755,BA.2.3,29846,Japan,2022-01,2022,1,1
BS004966,BA.2.3.1,29717,Japan,2022-06-21,2022,6,21
BS004967,BA.2.24,29715,Japan,2022-06-21,2022,6,21
BS004968,BA.2.3.13,29726,Japan,2022-06-22,2022,6,22
BS004969,BF.1,29744,Japan,2022-06-27,2022,6,27
BS004970,BF.2,29745,Japan,2022-06-28,2022,6,28
BS004987,BA.2.10.2,29728,Japan,2022-06-30,2022,6,30
BS004991,BA.4,29703,Japan,2022-07-05,2022,7,5
BS004992,BF.22,29760,Japan,2022-07-04,2022,7,4
BS004994,BA.5.2.28,29741,Japan,2022-07-05,2022,7,5
BS004995,BA.2.10.2,29795,Japan,2022-07-04,2022,7,4
BS005007,BA.2.10,29739,Japan,2022-07-06,2022,7,6
BS005009,BA.5.1.3,29737,Japan,2022-07-07,2022,7,7
BS005010,BA.2.29,29745,Japan,2022-07-09,2022,7,9
BS005013,BF.1,29747,Japan,2022-07-08,2022,7,8
BS005017,BF.38,29763,Japan,2022-07-11,2022,7,11
BS005023,BA.5.1.1,29751,Japan,2022-07-12,2022,7,12
BS005025,BA.2,29760,Japan,2022-07-11,2022,7,11
BS005026,BA.2.3.1,29757,Japan,2022-07-11,2022,7,11
BS005028,BA.5.2.20,29734,Japan,2022-07-11,2022,7,11
BS005042,BE.1.1,29732,Japan,2022-07-13,2022,7,13
BS005077,BA.5.1,29758,Japan,2022-07-17,2022,7,17
BS005078,BA.2.18,29722,Japan,2022-07-18,2022,7,18
BS005089,BA.5.2.12,29743,Japan,2022-07-19,2022,7,19
BS005103,BA.5.5,29725,Japan,2022-07-19,2022,7,19
BS005116,BF.12,29758,Japan,2022-07-19,2022,7,19
BS005155,BA.5.2.8,29718,Japan,2022-07-20,2022,7,20
BS005167,BA.5.2.22,29716,Japan,2022-07-25,2022,7,25
BS005171,BA.2.3,29715,Japan,2022-07-21,2022,7,21
BS005179,BE.1,29738,Japan,2022-07-22,2022,7,22
BS005190,BA.2.76,29761,Japan,2022-07-25,2022,7,25
BS005201,BA.2.65,29742,Japan,2022-07-25,2022,7,25
BS005235,BA.5.1.16,29767,Japan,2022-07-26,2022,7,26
BS005236,BA.2.12.1,29764,Japan,2022-07-25,2022,7,25
BS004955,BA.5.2.22,29722,Japan,2022-08-03,2022,8,3
OP209724,AY.29,29850,Japan,2021-10-01,2021,10,1
BS004906,BA.5.6,29722,Japan,2022-07-19,2022,7,19
BS004840,BA.2.10,29728,Japan,2022-06-28,2022,6,28
BS004842,BA.2,29728,Japan,2022-06-30,2022,6,30
OP024161,BA.1.1,29849,Japan,2022-03-06,2022,3,6
OP024167,BA.2.24,29783,Japan,2022-03-25,2022,3,25
OP024168,BA.2.3.1,29812,Japan,2022-03-29,2022,3,29
OP024169,BA.1.1,29819,Japan,2022-04-01,2022,4,1
OP024170,BA.2.24,29813,Japan,2022-04-05,2022,4,5
OP024178,BA.2.3.1,29783,Japan,2022-04-25,2022,4,25
ON999129,B.1.1.214,29837,Japan,2020-11-21,2020,11,21
ON999130,B.1.1.284,29864,Japan,2020-11-19,2020,11,19
BS004755,BA.2.65,29728,Japan,2022-06-07,2022,6,7
BS004761,BA.5.2.1,29722,Japan,2022-06-23,2022,6,23
BS004768,BA.2.3.13,29777,Japan,2022-05-18,2022,5,18
BS004770,BA.2.3,29763,Japan,2022-05-19,2022,5,19
BS004771,BA.2.3.11,29749,Japan,2022-05-19,2022,5,19
BS004772,BA.2.29,29774,Japan,2022-05-20,2022,5,20
BS004791,BA.2.10,29773,Japan,2022-05-23,2022,5,23
BS004804,BA.2.10.2,29723,Japan,2022-05-26,2022,5,26
BS004823,BA.2.3,29798,Japan,2022-06-01,2022,6,1
BS004829,BA.2.3.18,29730,Japan,2022-06-07,2022,6,7
LC644163,B.1.1,29903,Japan,2020-05,2020,5,1
LC716263,A,29878,Japan,2022-06-17,2022,6,17
BS004746,XAT,29754,Japan,2022-06-03,2022,6,3
BS004536,BA.2.3.11,29736,Japan,2022-04-01,2022,4,1
BS004540,BA.2.3.11,29747,Japan,2022-03-31,2022,3,31
BS004541,BA.2.3,29737,Japan,2022-04-02,2022,4,2
BS004545,BA.2.3.13,29748,Japan,2022-04-05,2022,4,5
BS004574,BA.2.10,29770,Japan,2022-04-11,2022,4,11
BS004578,BA.2.10.2,29744,Japan,2022-04-11,2022,4,11
BS004600,XM,29798,Japan,2022-04-17,2022,4,17
BS004607,BA.2.10.1,29760,Japan,2022-04-15,2022,4,15
BS004624,BA.2.3.18,29772,Japan,2022-04-20,2022,4,20
BS004680,BA.2.65,29745,Japan,2022-05-10,2022,5,10
BS004363,BA.2,29728,Japan,2022-03-24,2022,3,24
BS004367,BA.2.3,29728,Japan,2022-03-24,2022,3,24
BS004376,BA.2.10,29728,Japan,2022-03-26,2022,3,26
BS004378,BA.2.65,29728,Japan,2022-03-26,2022,3,26
BS004381,BA.2.29,29725,Japan,2022-03-27,2022,3,27
BS004383,BA.2.3.13,29728,Japan,2022-03-28,2022,3,28
BS004410,BA.1.17.2,29751,Japan,2022-04-02,2022,4,2
BS004468,BA.2.3.2,29713,Japan,2022-04-26,2022,4,26
BS004478,BA.2.65,29728,Japan,2022-04-30,2022,4,30
BS004502,BA.2.10.1,29728,Japan,2022-05-07,2022,5,7
BS004504,BC.1,29751,Japan,2022-05-07,2022,5,7
BS004521,XAT,29754,Japan,2022-05-13,2022,5,13
BS004530,BA.2.85,29728,Japan,2022-05-18,2022,5,18
ON376071,AY.29,29764,Japan,2022-01-13,2022,1,13
ON376074,BC.1,29747,Japan,2022-01-04,2022,1,4
BS004073,BC.1,29788,Japan,2022-03-01,2022,3,1
BS004115,BA.1.15,29778,Japan,2022-03-08,2022,3,8
BS004169,BA.2.10.2,29770,Japan,2022-03-11,2022,3,11
BS004230,BA.2.29,29743,Japan,2022-02-18,2022,2,18
BS004280,BA.2.3.2,29748,Japan,2022-03-28,2022,3,28
BS004290,BA.2.10.1,29754,Japan,2022-03-29,2022,3,29
LC655318,B.1.1,29870,Japan,2020-04-10,2020,4,10
LC655320,B.1.1,29870,Japan,2020-06-24,2020,6,24
LC655321,B.1.1.284,29870,Japan,2020-07-01,2020,7,1
LC655328,B.1.1.214,29870,Japan,2020-07-31,2020,7,31
LC655329,B.1.1.284,29870,Japan,2020-08-03,2020,8,3
LC655335,B.1.1.214,29870,Japan,2020-08-28,2020,8,28
LC655336,B.1.1.284,29870,Japan,2020-09-08,2020,9,8
LC655339,B.1.1.214,29870,Japan,2020-10-02,2020,10,2
LC655340,B.1.1.284,29870,Japan,2020-10-14,2020,10,14
LC655343,B.1.1.214,29870,Japan,2021-01-06,2021,1,6
LC655347,B.1.1.284,29870,Japan,2021-01-12,2021,1,12
LC655360,B.1.1.214,29870,Japan,2021-02-01,2021,2,1
LC655375,B.1.1.214,29870,Japan,2021-03-02,2021,3,2
LC654468,B.1.1.214,29870,Japan,2020-12-01,2020,12,1
LC654471,B.1.560,29870,Japan,2020-12-12,2020,12,12
LC654476,B.1.346,29870,Japan,2020-12-28,2020,12,28
LC654481,B.1.1.7,29848,Japan,2021-07-19,2021,7,19
LC654482,B.1.1.7,29851,Japan,2021-05-25,2021,5,25
LC654313,AY.29,29857,Japan,2021-06-16,2021,6,16
LC654323,R.1,29869,Japan,2021-03-20,2021,3,20
LC654324,R.1,29869,Japan,2021-04-03,2021,4,3
LC654329,R.1,29868,Japan,2021-05-03,2021,5,3
LC654333,R.1,29869,Japan,2021-02-18,2021,2,18
BS003635,BA.2.3.11,29805,Japan,2022-02-08,2022,2,8
BS003649,AY.29.2,29845,Japan,2022-02-09,2022,2,9
BS003671,BA.1.15,29808,Japan,2022-02-10,2022,2,10
BS003704,BA.2.3,29748,Japan,2022-02-17,2022,2,17
BS003768,BA.2,29763,Japan,2022-02-21,2022,2,21
ON025063,B.1.1.284,29860,Japan,2020-12-28,2020,12,28
OM982635,B.1.1.48,29839,Japan,2020-04-14,2020,4,14
OM982696,AY.29.1,29856,Japan,2021-08-24,2021,8,24
LC650844,B.1.1.7,29851,Japan,2021-04-03,2021,4,3
LC650857,B.1.1.7,29851,Japan,2021-06-05,2021,6,5
OM978197,B.1.1.48,29860,Japan,2020-05-02,2020,5,2
OM978198,B.1.1.284,29840,Japan,2020-06-30,2020,6,30
OM978402,B.1.1.214,29865,Japan,2020-09-12,2020,9,12
LC649396,R.1,29869,Japan,2021-01-04,2021,1,4
OM837831,B.1.1,29848,Japan,2020-03-25,2020,3,25
BS003183,BA.1.17.2,29807,Japan,2022-01-25,2022,1,25
LC685298,AY.29.1,29888,Japan,2021-07,2021,7,1
OM816720,AY.29,29852,Japan,2020-03-02,2020,3,2
LC671433,B.1.1.214,29763,Japan,2021-04-04,2021,4,4
LC672161,BA.1.18,29871,Japan,2021-12,2021,12,1
BS002666,BA.1,29788,Japan,2022-01-12,2022,1,12
LC646473,B.1.617.2,29857,Japan,2021-05-21,2021,5,21
LC605054,B.1,29831,Japan,2020-08,2020,8,1
BS002450,AY.85,29833,Japan,2022-01-04,2022,1,4
BS002463,BA.1.1.2,29821,Japan,2021-01-06,2021,1,6
BS002318,BA.2,29721,Japan,2022-01-06,2022,1,6
BS001549,B.1.1.7,29800,Japan,2021-08-01,2021,8,1
BS001605,AY.29,29826,Japan,2021,2021,1,1
BS001637,AY.34.1.1,29858,Japan,2021-08-09,2021,8,9
BS001690,AY.23,29822,Japan,2021-08-10,2021,8,10
BS001860,AY.29.1,29803,Japan,2021,2021,1,1
BS001984,B.1.1.7,29803,Japan,2021-09-02,2021,9,2
BS002004,AY.29.1,29815,Japan,2021-09-06,2021,9,6
BS002080,AY.29,29788,Japan,2021-11-30,2021,11,30
BS002082,AY.29,29825,Japan,2021-12-07,2021,12,7
BS002199,AY.14,29785,Japan,2021-08-23,2021,8,23
BS001486,AY.85,29816,Japan,2021-12-20,2021,12,20
BS001453,AY.75.3,29835,Japan,2021-07-27,2021,7,27
LC666941,AY.43,29881,Japan,2021-10,2021,10,1
LC666942,B.1.617.2,29887,Japan,2021-10,2021,10,1
BS001392,BA.1.1.2,29800,Japan,2021-12-28,2021,12,28
LC666813,B.1.351.3,29763,Japan,2021-05-17,2021,5,17
LC666815,AY.1,29768,Japan,2021-06-23,2021,6,23
BS001323,AY.23,29828,Japan,2021-07-05,2021,7,5
OL636004,B.1.1.214,29782,Japan,2020-03-02,2020,3,2
OL468553,B.6,29841,Japan,2020-03-20,2020,3,20
LC643036,B.1.617.2,29875,Japan,2021-06,2021,6,1
LC638687,C.36.3,29883,Japan,2021-05,2021,5,1
LC636494,B.1.1.214,29887,Japan,2021-05,2021,5,1
BS000695,B.1.1.285,29611,Japan,2020-04-10,2020,4,10
BS000697,B.12,29779,Japan,2020-04-11,2020,4,11
BS000708,B.12,29779,Japan,2020-03-27,2020,3,27
BS000712,B.1.1.285,29773,Japan,2020-05-03,2020,5,3
BS000719,B.1.1.284,29782,Japan,2020-05-30,2020,5,30
BS000774,B.1.346,29782,Japan,2020-11,2020,11,1
BS000849,B.1.2,29781,Japan,2020-11-20,2020,11,20
BS000869,B.1,29782,Japan,2020-04-13,2020,4,13
BS000890,B.1.1,29782,Japan,2020-11-10,2020,11,10
BS000941,B.1.1.214,29782,Japan,2020-04-07,2020,4,7
BS000942,B.1.346,29782,Japan,2020-04-13,2020,4,13
BS000943,B.1.1.214,29782,Japan,2020-06-22,2020,6,22
BS000956,B.1.346,29782,Japan,2020-09-25,2020,9,25
BS001035,B.1.1.7,29763,Japan,2020-12-15,2020,12,15
BS001048,R.1,29781,Japan,2020-02-15,2020,2,15
BS001059,B.1.1.7,29763,Japan,2021-01-31,2021,1,31
BS001070,B.1.1.7,29763,Japan,2021-02-01,2021,2,1
BS001077,B.1.346,29782,Japan,2021-02-11,2021,2,11
BS001101,B.1.1.482,29782,Japan,2020-04-18,2020,4,18
LC633760,B.1.617.2,29886,Japan,2021-04,2021,4,1
LC633761,B.1.617.1,29890,Japan,2021-04,2021,4,1
LC633518,B.1.1.48,29870,Japan,2020-07-15,2020,7,15
LC632050,B.1.560,29899,Japan,2020-11,2020,11,1
LC632055,B.1.1.7,29869,Japan,2021-03,2021,3,1
MW219695,A,29782,Japan,2020-02-01,2020,2,1
LC581364,A,29888,Japan,2020-03,2020,3,1
LC573289,B.1.1.283,29888,Japan,2020-06,2020,6,1
LC556322,B.1.1.283,29890,Japan,2020-04,2020,4,1
LC553269,B,29889,Japan,2020-02,2020,2,1
LC549340,B.1,29903,Japan,2020-03,2020,3,1
LC542809,B,29903,Japan,2020-03,2020,3,1
LC529905,B,29903,Japan,2020-01,2020,1,1
MZ227558,B.1.351.2,29846,Tunisia,2021-04-26,2021,4,26
MW721182,B.1.1.7,29641,Tunisia,2021-02-20,2021,2,20
MW680950,B.1.177,29897,Tunisia,2020-03-24,2020,3,24
MW463452,B.1.177,29845,Tunisia,2021-01-08,2021,1,8
MW463453,B.1.160,29864,Tunisia,2021-01-07,2021,1,7
MW463456,B.1.428.2,29856,Tunisia,2020-04-07,2020,4,7
MW454126,B.1.1,29858,Tunisia,2021-01-06,2021,1,6
MW456917,B.1.177.6,29858,Tunisia,2020-12-24,2020,12,24
MW452531,B.1.1.1,29873,Tunisia,2020-10-14,2020,10,14
MW452532,B.1.428.2,29893,Tunisia,2020-10-14,2020,10,14
MW452534,B.1.1.198,29892,Tunisia,2020-10-16,2020,10,16
MW452536,B.1.177,29875,Tunisia,2020-10-19,2020,10,19
MW452539,B.1.428.2,29892,Tunisia,2020-11-08,2020,11,8
MW452542,B.1.160,29886,Tunisia,2020-11-08,2020,11,8
MW452544,B.1.177,29875,Tunisia,2020-11-08,2020,11,8
MW428253,B.1.1,29899,Tunisia,2020-04-01,2020,4,1
MW404672,B.1.177,29864,Tunisia,2020-12-01,2020,12,1
MW404673,B.1.177,29903,Tunisia,2020-07-12,2020,7,12
MW365357,B.1.1.189,29903,Tunisia,2020-11-23,2020,11,23
MW365358,B.1.356,29896,Tunisia,2020-11-23,2020,11,23
MW365359,B.1.9,29882,Tunisia,2020-11-23,2020,11,23
MW366724,B.1,29903,Tunisia,2020-03-02,2020,3,2
MW366750,B.1.1.189,29903,Tunisia,2020-04-11,2020,4,11
MW362553,B.1,29902,Tunisia,2020-11-23,2020,11,23
MW362554,B.1.597,29894,Tunisia,2020-03-24,2020,3,24
MW302341,B.1.1,29897,Tunisia,2020-03-16,2020,3,16
MW295556,B.1.160,29897,Tunisia,2020-10-26,2020,10,26
MW279303,B.1.1,29892,Tunisia,2020-10-31,2020,10,31
MT955168,B.1.1,29832,Tunisia,2020-05-27,2020,5,27
MT955169,B.1,29873,Tunisia,2020-05-30,2020,5,30
MT955171,A,29900,Tunisia,2020-07-07,2020,7,7
MT955172,B.1.1,29870,Tunisia,2020-07-07,2020,7,7
MT955173,B.1.36,29782,Tunisia,2020-07-07,2020,7,7
MT955174,B.1.597,29873,Tunisia,2020-07-09,2020,7,9
MT499215,A,29646,Tunisia,2020-03-18,2020,3,18
MT499217,B.1.9,29647,Tunisia,2020-03-30,2020,3,30
MT499218,B.1,29786,Tunisia,2020-04-01,2020,4,1
MZ416737,B,29902,Poland,2021-04-29,2021,4,29
MZ047082,B.1.1.7,29884,Poland,2020-03-15,2020,3,15
MZ047087,B.1.258,29897,Poland,2020-03-15,2020,3,15
MZ047270,B.1.258,29903,Poland,2020-01-20,2020,1,20
MZ047282,B.1.1.170,29903,Poland,2021-01-20,2021,1,20
MZ047283,B.1.258,29903,Poland,2021-01-07,2021,1,7
MZ047287,B.1.88.1,29903,Poland,2021-01-14,2021,1,14
MW273783,B.1.187,29799,Poland,2020-04-23,2020,4,23
MW273784,B.1,29795,Poland,2020-04-22,2020,4,22
MW273787,B.40,29703,Poland,2020-04-07,2020,4,7
MW273796,B.1,29799,Poland,2020-03-28,2020,3,28
MW273801,B.1.187,29801,Poland,2020-03-28,2020,3,28
MW273804,B.1.13,29801,Poland,2020-03-29,2020,3,29
MW273808,B.1.223,29801,Poland,2020-05-12,2020,5,12
MW273815,B.1.187,29799,Poland,2020-05-05,2020,5,5
MW273816,B.1.1,29811,Poland,2020-05-06,2020,5,6
MW273818,B.1.1,29799,Poland,2020-04-21,2020,4,21
MW273830,B.1.213,29801,Poland,2020-05-10,2020,5,10
MW273834,B.1.1.277,29801,Poland,2020-05-10,2020,5,10
MW273838,B.1.1,29801,Poland,2020-06-06,2020,6,6
MW273839,B.1.213,29792,Poland,2020-06-06,2020,6,6
MW273841,B.1.1.277,29801,Poland,2020-06-06,2020,6,6
MW127515,B.1.1.277,29901,Poland,2020-09-05,2020,9,5
MT775827,B,29858,Poland,2020-03-28,2020,3,28
MT775832,B.1.91,29891,Poland,2020-04-17,2020,4,17
MT511068,B.1.1,29903,Poland,2020-03-31,2020,3,31
MT511073,B.1.153,29903,Poland,2020-04-01,2020,4,1
