Accession,Pangolin,Protein,Length,Country,Collection_Date,Year,Month,Day
UQC63859,A.21,ORF3a protein,275,France,2021-01-25,2021,1,25
UQC63860,A.21,envelope protein,75,France,2021-01-25,2021,1,25
UQC63861,A.21,membrane glycoprotein,222,France,2021-01-25,2021,1,25
UQC63862,A.21,ORF6 protein,61,France,2021-01-25,2021,1,25
UQC63863,A.21,ORF7a protein,121,France,2021-01-25,2021,1,25
UQC63864,A.21,ORF7b protein,43,France,2021-01-25,2021,1,25
UQC63865,A.21,ORF8 protein,121,France,2021-01-25,2021,1,25
UQC63866,A.21,nucleocapsid phosphoprotein,419,France,2021-01-25,2021,1,25
UQC63867,A.21,ORF10 protein,38,France,2021-01-25,2021,1,25
UQC63892,B.1.177.81,ORF1ab polyprotein,7096,France,2021-01-28,2021,1,28
UQC63893,B.1.177.81,ORF1a polyprotein,4405,France,2021-01-28,2021,1,28
UQC63894,B.1.177.81,surface glycoprotein,1273,France,2021-01-28,2021,1,28
UQC63895,B.1.177.81,ORF3a protein,275,France,2021-01-28,2021,1,28
UQC63896,B.1.177.81,envelope protein,75,France,2021-01-28,2021,1,28
UQC63897,B.1.177.81,membrane glycoprotein,222,France,2021-01-28,2021,1,28
UQC63898,B.1.177.81,ORF6 protein,61,France,2021-01-28,2021,1,28
UQC63899,B.1.177.81,ORF7a protein,121,France,2021-01-28,2021,1,28
UQC63900,B.1.177.81,ORF7b protein,43,France,2021-01-28,2021,1,28
UQC63901,B.1.177.81,ORF8 protein,121,France,2021-01-28,2021,1,28
UQC63902,B.1.177.81,nucleocapsid phosphoprotein,419,France,2021-01-28,2021,1,28
UQC63903,B.1.177.81,ORF10 protein,38,France,2021-01-28,2021,1,28
UQC63928,B.1.221,ORF1ab polyprotein,7096,France,2021-02-02,2021,2,2
UQC63929,B.1.221,ORF1a polyprotein,4405,France,2021-02-02,2021,2,2
UQC63930,B.1.221,surface glycoprotein,1273,France,2021-02-02,2021,2,2
UQC63931,B.1.221,ORF3a protein,275,France,2021-02-02,2021,2,2
UQC63932,B.1.221,envelope protein,75,France,2021-02-02,2021,2,2
UQC63933,B.1.221,membrane glycoprotein,222,France,2021-02-02,2021,2,2
UQC63934,B.1.221,ORF6 protein,61,France,2021-02-02,2021,2,2
UQC63935,B.1.221,ORF7a protein,121,France,2021-02-02,2021,2,2
UQC63936,B.1.221,ORF7b protein,43,France,2021-02-02,2021,2,2
UQC63937,B.1.221,ORF8 protein,121,France,2021-02-02,2021,2,2
UQC63938,B.1.221,nucleocapsid phosphoprotein,419,France,2021-02-02,2021,2,2
UQC63939,B.1.221,ORF10 protein,38,France,2021-02-02,2021,2,2
UQC63940,B.1,ORF1ab polyprotein,7096,France,2021-02-02,2021,2,2
UQC63941,B.1,ORF1a polyprotein,4405,France,2021-02-02,2021,2,2
UQC63942,B.1,surface glycoprotein,1273,France,2021-02-02,2021,2,2
UQC63943,B.1,ORF3a protein,275,France,2021-02-02,2021,2,2
UQC63944,B.1,envelope protein,75,France,2021-02-02,2021,2,2
UQC63945,B.1,membrane glycoprotein,222,France,2021-02-02,2021,2,2
UQC63946,B.1,ORF6 protein,61,France,2021-02-02,2021,2,2
UQC63947,B.1,ORF7a protein,121,France,2021-02-02,2021,2,2
UQC63948,B.1,ORF7b protein,43,France,2021-02-02,2021,2,2
UQC63949,B.1,ORF8 protein,121,France,2021-02-02,2021,2,2
UQC63950,B.1,nucleocapsid phosphoprotein,419,France,2021-02-02,2021,2,2
UQC63951,B.1,ORF10 protein,38,France,2021-02-02,2021,2,2
UQC63952,B.1.1.153,ORF1ab polyprotein,7096,France,2021-02-03,2021,2,3
UQC63953,B.1.1.153,ORF1a polyprotein,4405,France,2021-02-03,2021,2,3
UQC63954,B.1.1.153,surface glycoprotein,1273,France,2021-02-03,2021,2,3
UQC63955,B.1.1.153,ORF3a protein,275,France,2021-02-03,2021,2,3
UQC63956,B.1.1.153,envelope protein,75,France,2021-02-03,2021,2,3
UQC63957,B.1.1.153,membrane glycoprotein,222,France,2021-02-03,2021,2,3
UQC63958,B.1.1.153,ORF6 protein,61,France,2021-02-03,2021,2,3
UQC63959,B.1.1.153,ORF7a protein,121,France,2021-02-03,2021,2,3
UQC63960,B.1.1.153,ORF7b protein,43,France,2021-02-03,2021,2,3
UQC63961,B.1.1.153,ORF8 protein,121,France,2021-02-03,2021,2,3
UQC63962,B.1.1.153,nucleocapsid phosphoprotein,419,France,2021-02-03,2021,2,3
UQC63963,B.1.1.153,ORF10 protein,38,France,2021-02-03,2021,2,3
UQC63975,B.1.1.269,ORF1ab polyprotein,7096,France,2021-02-12,2021,2,12
UQC63976,B.1.1.269,ORF1a polyprotein,4405,France,2021-02-12,2021,2,12
UQC63977,B.1.1.269,surface glycoprotein,1273,France,2021-02-12,2021,2,12
UQC63978,B.1.1.269,ORF3a protein,275,France,2021-02-12,2021,2,12
UQC63979,B.1.1.269,envelope protein,75,France,2021-02-12,2021,2,12
UQC63980,B.1.1.269,membrane glycoprotein,222,France,2021-02-12,2021,2,12
UQC63981,B.1.1.269,ORF6 protein,61,France,2021-02-12,2021,2,12
UQC63982,B.1.1.269,ORF7a protein,121,France,2021-02-12,2021,2,12
UQC63983,B.1.1.269,ORF7b protein,43,France,2021-02-12,2021,2,12
UQC63984,B.1.1.269,ORF8 protein,121,France,2021-02-12,2021,2,12
UQC63985,B.1.1.269,nucleocapsid phosphoprotein,419,France,2021-02-12,2021,2,12
UQC63986,B.1.1.269,ORF10 protein,38,France,2021-02-12,2021,2,12
UQC64066,B.1.160,ORF1ab polyprotein,7096,France,2021-02-13,2021,2,13
UQC64067,B.1.160,ORF1a polyprotein,4405,France,2021-02-13,2021,2,13
UQC64068,B.1.160,surface glycoprotein,1273,France,2021-02-13,2021,2,13
UQC64069,B.1.160,ORF3a protein,275,France,2021-02-13,2021,2,13
UQC64070,B.1.160,envelope protein,75,France,2021-02-13,2021,2,13
UQC64071,B.1.160,membrane glycoprotein,222,France,2021-02-13,2021,2,13
UQC64072,B.1.160,ORF6 protein,61,France,2021-02-13,2021,2,13
UQC64073,B.1.160,ORF7a protein,121,France,2021-02-13,2021,2,13
UQC64074,B.1.160,ORF7b protein,43,France,2021-02-13,2021,2,13
UQC64075,B.1.160,ORF8 protein,121,France,2021-02-13,2021,2,13
UQC64076,B.1.160,nucleocapsid phosphoprotein,419,France,2021-02-13,2021,2,13
UQC64077,B.1.160,ORF10 protein,38,France,2021-02-13,2021,2,13
UQC64226,B.1.160.25,ORF1ab polyprotein,7096,France,2021-02-17,2021,2,17
UQC64227,B.1.160.25,ORF1a polyprotein,4405,France,2021-02-17,2021,2,17
UQC64228,B.1.160.25,surface glycoprotein,1273,France,2021-02-17,2021,2,17
UQC64229,B.1.160.25,ORF3a protein,275,France,2021-02-17,2021,2,17
UQC64230,B.1.160.25,envelope protein,75,France,2021-02-17,2021,2,17
UQC64231,B.1.160.25,membrane glycoprotein,222,France,2021-02-17,2021,2,17
UQC64232,B.1.160.25,ORF6 protein,61,France,2021-02-17,2021,2,17
UQC64233,B.1.160.25,ORF7a protein,121,France,2021-02-17,2021,2,17
UQC64234,B.1.160.25,ORF7b protein,43,France,2021-02-17,2021,2,17
UQC64235,B.1.160.25,ORF8 protein,121,France,2021-02-17,2021,2,17
UQC64236,B.1.160.25,nucleocapsid phosphoprotein,419,France,2021-02-17,2021,2,17
UQC64237,B.1.160.25,ORF10 protein,38,France,2021-02-17,2021,2,17
UQC64249,B.1.177.32,ORF1ab polyprotein,7096,France,2021-02-18,2021,2,18
UQC64250,B.1.177.32,ORF1a polyprotein,4405,France,2021-02-18,2021,2,18
UQC64251,B.1.177.32,surface glycoprotein,1273,France,2021-02-18,2021,2,18
UQC64252,B.1.177.32,ORF3a protein,275,France,2021-02-18,2021,2,18
UQC64253,B.1.177.32,envelope protein,75,France,2021-02-18,2021,2,18
UQC64254,B.1.177.32,membrane glycoprotein,222,France,2021-02-18,2021,2,18
UQC64255,B.1.177.32,ORF6 protein,61,France,2021-02-18,2021,2,18
UQC64256,B.1.177.32,ORF7a protein,121,France,2021-02-18,2021,2,18
UQC64257,B.1.177.32,ORF7b protein,43,France,2021-02-18,2021,2,18
UQC64258,B.1.177.32,ORF8 protein,121,France,2021-02-18,2021,2,18
UQC64259,B.1.177.32,nucleocapsid phosphoprotein,419,France,2021-02-18,2021,2,18
UQC64260,B.1.177.32,ORF10 protein,38,France,2021-02-18,2021,2,18
UQC64295,B.1.160,ORF1ab polyprotein,7096,France,2020-12-03,2020,12,3
UQC64296,B.1.160,ORF1a polyprotein,4405,France,2020-12-03,2020,12,3
UQC64297,B.1.160,surface glycoprotein,1273,France,2020-12-03,2020,12,3
UQC64298,B.1.160,ORF3a protein,275,France,2020-12-03,2020,12,3
UQC64299,B.1.160,envelope protein,75,France,2020-12-03,2020,12,3
UQC64300,B.1.160,membrane glycoprotein,222,France,2020-12-03,2020,12,3
UQC64301,B.1.160,ORF6 protein,61,France,2020-12-03,2020,12,3
UQC64302,B.1.160,ORF7a protein,121,France,2020-12-03,2020,12,3
UQC64303,B.1.160,ORF7b protein,43,France,2020-12-03,2020,12,3
UQC64304,B.1.160,ORF8 protein,121,France,2020-12-03,2020,12,3
UQC64305,B.1.160,nucleocapsid phosphoprotein,419,France,2020-12-03,2020,12,3
UQC64306,B.1.160,ORF10 protein,38,France,2020-12-03,2020,12,3
UQC64363,B.1.351.2,ORF1ab polyprotein,7093,France,2021-02-20,2021,2,20
UQC64364,B.1.351.2,ORF1a polyprotein,4402,France,2021-02-20,2021,2,20
UQC64365,B.1.351.2,surface glycoprotein,1270,France,2021-02-20,2021,2,20
UQC64366,B.1.351.2,ORF3a protein,274,France,2021-02-20,2021,2,20
UQC64367,B.1.351.2,envelope protein,75,France,2021-02-20,2021,2,20
UQC64368,B.1.351.2,membrane glycoprotein,222,France,2021-02-20,2021,2,20
UQC64369,B.1.351.2,ORF6 protein,61,France,2021-02-20,2021,2,20
UQC64370,B.1.351.2,ORF7a protein,121,France,2021-02-20,2021,2,20
UQC64371,B.1.351.2,ORF7b protein,43,France,2021-02-20,2021,2,20
UQC64372,B.1.351.2,ORF8 protein,121,France,2021-02-20,2021,2,20
UQC64373,B.1.351.2,nucleocapsid phosphoprotein,419,France,2021-02-20,2021,2,20
UQC64374,B.1.351.2,ORF10 protein,38,France,2021-02-20,2021,2,20
UQC64500,B.1.160,ORF1ab polyprotein,7096,France,2020-10-22,2020,10,22
UQC64501,B.1.160,ORF1a polyprotein,4405,France,2020-10-22,2020,10,22
UQC64502,B.1.160,surface glycoprotein,1273,France,2020-10-22,2020,10,22
UQC64503,B.1.160,ORF3a protein,275,France,2020-10-22,2020,10,22
UQC64504,B.1.160,envelope protein,75,France,2020-10-22,2020,10,22
UQC64505,B.1.160,membrane glycoprotein,222,France,2020-10-22,2020,10,22
UQC64506,B.1.160,ORF6 protein,61,France,2020-10-22,2020,10,22
UQC64507,B.1.160,ORF7a protein,121,France,2020-10-22,2020,10,22
UQC64508,B.1.160,ORF7b protein,43,France,2020-10-22,2020,10,22
UQC64509,B.1.160,ORF8 protein,121,France,2020-10-22,2020,10,22
UQC64510,B.1.160,nucleocapsid phosphoprotein,419,France,2020-10-22,2020,10,22
UQC64511,B.1.160,ORF10 protein,38,France,2020-10-22,2020,10,22
UQC64661,B.1.351,ORF1ab polyprotein,7093,France,2021-02-23,2021,2,23
UQC64662,B.1.351,ORF1a polyprotein,4402,France,2021-02-23,2021,2,23
UQC64663,B.1.351,surface glycoprotein,1270,France,2021-02-23,2021,2,23
UQC64664,B.1.351,ORF3a protein,275,France,2021-02-23,2021,2,23
UQC64665,B.1.351,envelope protein,75,France,2021-02-23,2021,2,23
UQC64666,B.1.351,membrane glycoprotein,222,France,2021-02-23,2021,2,23
UQC64667,B.1.351,ORF6 protein,61,France,2021-02-23,2021,2,23
UQC64668,B.1.351,ORF7a protein,121,France,2021-02-23,2021,2,23
UQC64669,B.1.351,ORF7b protein,43,France,2021-02-23,2021,2,23
UQC64670,B.1.351,ORF8 protein,121,France,2021-02-23,2021,2,23
UQC64671,B.1.351,nucleocapsid phosphoprotein,419,France,2021-02-23,2021,2,23
UQC64672,B.1.351,ORF10 protein,38,France,2021-02-23,2021,2,23
UQC93893,BA.1.19,ORF1ab polyprotein,7089,France,2022-01-03,2022,1,3
UQC93894,BA.1.19,ORF1a polyprotein,4398,France,2022-01-03,2022,1,3
UQC93895,BA.1.19,surface glycoprotein,1267,France,2022-01-03,2022,1,3
UQC93896,BA.1.19,ORF3a protein,275,France,2022-01-03,2022,1,3
UQC93897,BA.1.19,envelope protein,75,France,2022-01-03,2022,1,3
UQC93898,BA.1.19,membrane glycoprotein,222,France,2022-01-03,2022,1,3
UQC93899,BA.1.19,ORF6 protein,61,France,2022-01-03,2022,1,3
UQC93900,BA.1.19,ORF7a protein,121,France,2022-01-03,2022,1,3
UQC93901,BA.1.19,ORF7b protein,43,France,2022-01-03,2022,1,3
UQC93902,BA.1.19,ORF8 protein,121,France,2022-01-03,2022,1,3
UQC93903,BA.1.19,nucleocapsid phosphoprotein,416,France,2022-01-03,2022,1,3
UQC93904,BA.1.19,ORF10 protein,38,France,2022-01-03,2022,1,3
UQC94071,AY.98.1,ORF1ab polyprotein,7096,France,2022-01-10,2022,1,10
UQC94072,AY.98.1,ORF1a polyprotein,4405,France,2022-01-10,2022,1,10
UQC94073,AY.98.1,surface glycoprotein,1271,France,2022-01-10,2022,1,10
UQC94074,AY.98.1,ORF3a protein,275,France,2022-01-10,2022,1,10
UQC94075,AY.98.1,envelope protein,75,France,2022-01-10,2022,1,10
UQC94076,AY.98.1,membrane glycoprotein,222,France,2022-01-10,2022,1,10
UQC94077,AY.98.1,ORF6 protein,61,France,2022-01-10,2022,1,10
UQC94078,AY.98.1,ORF7a protein,121,France,2022-01-10,2022,1,10
UQC94079,AY.98.1,ORF7b protein,43,France,2022-01-10,2022,1,10
UQC94080,AY.98.1,ORF8 protein,119,France,2022-01-10,2022,1,10
UQC94081,AY.98.1,nucleocapsid phosphoprotein,419,France,2022-01-10,2022,1,10
UQC94082,AY.98.1,ORF10 protein,38,France,2022-01-10,2022,1,10
UQC94394,AY.122.6,ORF1ab polyprotein,7091,France,2022-01-10,2022,1,10
UQC94395,AY.122.6,ORF1a polyprotein,4400,France,2022-01-10,2022,1,10
UQC94396,AY.122.6,surface glycoprotein,1271,France,2022-01-10,2022,1,10
UQC94397,AY.122.6,ORF3a protein,275,France,2022-01-10,2022,1,10
UQC94398,AY.122.6,envelope protein,75,France,2022-01-10,2022,1,10
UQC94399,AY.122.6,membrane glycoprotein,222,France,2022-01-10,2022,1,10
UQC94400,AY.122.6,ORF6 protein,61,France,2022-01-10,2022,1,10
UQC94401,AY.122.6,ORF7a protein,121,France,2022-01-10,2022,1,10
UQC94402,AY.122.6,ORF7b protein,43,France,2022-01-10,2022,1,10
UQC94403,AY.122.6,ORF8 protein,119,France,2022-01-10,2022,1,10
UQC94404,AY.122.6,nucleocapsid phosphoprotein,419,France,2022-01-10,2022,1,10
UQC94405,AY.122.6,ORF10 protein,38,France,2022-01-10,2022,1,10
UQC95103,AY.37,ORF1ab polyprotein,7096,France,2022-01-03,2022,1,3
UQC95104,AY.37,ORF1a polyprotein,4405,France,2022-01-03,2022,1,3
UQC95105,AY.37,surface glycoprotein,1271,France,2022-01-03,2022,1,3
UQC95106,AY.37,ORF3a protein,275,France,2022-01-03,2022,1,3
UQC95107,AY.37,envelope protein,75,France,2022-01-03,2022,1,3
UQC95108,AY.37,membrane glycoprotein,222,France,2022-01-03,2022,1,3
UQC95109,AY.37,ORF6 protein,61,France,2022-01-03,2022,1,3
UQC95110,AY.37,ORF7a protein,120,France,2022-01-03,2022,1,3
UQC95111,AY.37,ORF7b protein,43,France,2022-01-03,2022,1,3
UQC95112,AY.37,ORF8 protein,119,France,2022-01-03,2022,1,3
UQC95113,AY.37,nucleocapsid phosphoprotein,419,France,2022-01-03,2022,1,3
UQC95114,AY.37,ORF10 protein,38,France,2022-01-03,2022,1,3
UQC95174,AY.126,ORF1ab polyprotein,7096,France,2022-01-03,2022,1,3
UQC95175,AY.126,ORF1a polyprotein,4405,France,2022-01-03,2022,1,3
UQC95176,AY.126,surface glycoprotein,1271,France,2022-01-03,2022,1,3
UQC95177,AY.126,ORF3a protein,275,France,2022-01-03,2022,1,3
UQC95178,AY.126,envelope protein,75,France,2022-01-03,2022,1,3
UQC95179,AY.126,membrane glycoprotein,222,France,2022-01-03,2022,1,3
UQC95180,AY.126,ORF6 protein,61,France,2022-01-03,2022,1,3
UQC95181,AY.126,ORF7a protein,121,France,2022-01-03,2022,1,3
UQC95182,AY.126,ORF7b protein,43,France,2022-01-03,2022,1,3
UQC95183,AY.126,ORF8 protein,119,France,2022-01-03,2022,1,3
UQC95184,AY.126,nucleocapsid phosphoprotein,419,France,2022-01-03,2022,1,3
UQC95185,AY.126,ORF10 protein,38,France,2022-01-03,2022,1,3
UQC95198,AY.34,ORF1ab polyprotein,7096,France,2022-01-10,2022,1,10
UQC95199,AY.34,ORF1a polyprotein,4405,France,2022-01-10,2022,1,10
UQC95200,AY.34,surface glycoprotein,1271,France,2022-01-10,2022,1,10
UQC95201,AY.34,ORF3a protein,276,France,2022-01-10,2022,1,10
UQC95202,AY.34,envelope protein,75,France,2022-01-10,2022,1,10
UQC95203,AY.34,membrane glycoprotein,222,France,2022-01-10,2022,1,10
UQC95204,AY.34,ORF6 protein,61,France,2022-01-10,2022,1,10
UQC95205,AY.34,ORF7a protein,121,France,2022-01-10,2022,1,10
UQC95206,AY.34,ORF7b protein,43,France,2022-01-10,2022,1,10
UQC95207,AY.34,ORF8 protein,119,France,2022-01-10,2022,1,10
UQC95208,AY.34,nucleocapsid phosphoprotein,419,France,2022-01-10,2022,1,10
UQC95209,AY.34,ORF10 protein,38,France,2022-01-10,2022,1,10
UQC95219,AY.4.2,ORF1ab polyprotein,7096,France,2022-01-03,2022,1,3
UQC95220,AY.4.2,ORF1a polyprotein,4405,France,2022-01-03,2022,1,3
UQC95221,AY.4.2,surface glycoprotein,1271,France,2022-01-03,2022,1,3
UQC95222,AY.4.2,ORF3a protein,275,France,2022-01-03,2022,1,3
UQC95223,AY.4.2,envelope protein,75,France,2022-01-03,2022,1,3
UQC95224,AY.4.2,membrane glycoprotein,222,France,2022-01-03,2022,1,3
UQC95225,AY.4.2,ORF6 protein,61,France,2022-01-03,2022,1,3
UQC95226,AY.4.2,ORF7a protein,121,France,2022-01-03,2022,1,3
UQC95227,AY.4.2,ORF7b protein,43,France,2022-01-03,2022,1,3
UQC95228,AY.4.2,ORF8 protein,119,France,2022-01-03,2022,1,3
UQC95229,AY.4.2,nucleocapsid phosphoprotein,419,France,2022-01-03,2022,1,3
UQC95230,AY.4.2,ORF10 protein,38,France,2022-01-03,2022,1,3
UQC95231,AY.4.2.3,ORF1ab polyprotein,7096,France,2022-01-10,2022,1,10
UQC95232,AY.4.2.3,ORF1a polyprotein,4405,France,2022-01-10,2022,1,10
UQC95233,AY.4.2.3,surface glycoprotein,1271,France,2022-01-10,2022,1,10
UQC95234,AY.4.2.3,ORF3a protein,275,France,2022-01-10,2022,1,10
UQC95235,AY.4.2.3,envelope protein,75,France,2022-01-10,2022,1,10
UQC95236,AY.4.2.3,membrane glycoprotein,222,France,2022-01-10,2022,1,10
UQC95237,AY.4.2.3,ORF6 protein,61,France,2022-01-10,2022,1,10
UQC95238,AY.4.2.3,ORF7a protein,121,France,2022-01-10,2022,1,10
UQC95239,AY.4.2.3,ORF7b protein,43,France,2022-01-10,2022,1,10
UQC95240,AY.4.2.3,ORF8 protein,119,France,2022-01-10,2022,1,10
UQC95241,AY.4.2.3,nucleocapsid phosphoprotein,419,France,2022-01-10,2022,1,10
UQC95242,AY.4.2.3,ORF10 protein,38,France,2022-01-10,2022,1,10
UQC95290,AY.98,ORF1ab polyprotein,7096,France,2022-01-03,2022,1,3
UQC95291,AY.98,ORF1a polyprotein,4405,France,2022-01-03,2022,1,3
UQC95292,AY.98,surface glycoprotein,1271,France,2022-01-03,2022,1,3
UQC95293,AY.98,ORF3a protein,275,France,2022-01-03,2022,1,3
UQC95294,AY.98,envelope protein,75,France,2022-01-03,2022,1,3
UQC95295,AY.98,membrane glycoprotein,222,France,2022-01-03,2022,1,3
UQC95296,AY.98,ORF6 protein,61,France,2022-01-03,2022,1,3
UQC95297,AY.98,ORF7a protein,121,France,2022-01-03,2022,1,3
UQC95298,AY.98,ORF7b protein,42,France,2022-01-03,2022,1,3
UQC95299,AY.98,ORF8 protein,119,France,2022-01-03,2022,1,3
UQC95300,AY.98,nucleocapsid phosphoprotein,419,France,2022-01-03,2022,1,3
UQC95301,AY.98,ORF10 protein,38,France,2022-01-03,2022,1,3
UQC96137,BA.1.17,ORF1ab polyprotein,7092,France,2021-12-27,2021,12,27
UQC96138,BA.1.17,ORF1a polyprotein,4401,France,2021-12-27,2021,12,27
UQC96139,BA.1.17,surface glycoprotein,1267,France,2021-12-27,2021,12,27
UQC96140,BA.1.17,ORF3a protein,275,France,2021-12-27,2021,12,27
UQC96141,BA.1.17,envelope protein,75,France,2021-12-27,2021,12,27
UQC96142,BA.1.17,membrane glycoprotein,222,France,2021-12-27,2021,12,27
UQC96143,BA.1.17,ORF6 protein,61,France,2021-12-27,2021,12,27
UQC96144,BA.1.17,ORF7a protein,121,France,2021-12-27,2021,12,27
UQC96145,BA.1.17,ORF7b protein,43,France,2021-12-27,2021,12,27
UQC96146,BA.1.17,ORF8 protein,121,France,2021-12-27,2021,12,27
UQC96147,BA.1.17,nucleocapsid phosphoprotein,416,France,2021-12-27,2021,12,27
UQC96148,BA.1.17,ORF10 protein,38,France,2021-12-27,2021,12,27
UQC96185,AY.20,ORF1ab polyprotein,7096,France,2022-01-10,2022,1,10
UQC96186,AY.20,ORF1a polyprotein,4405,France,2022-01-10,2022,1,10
UQC96187,AY.20,surface glycoprotein,1271,France,2022-01-10,2022,1,10
UQC96188,AY.20,ORF3a protein,275,France,2022-01-10,2022,1,10
UQC96189,AY.20,envelope protein,75,France,2022-01-10,2022,1,10
UQC96190,AY.20,membrane glycoprotein,222,France,2022-01-10,2022,1,10
UQC96191,AY.20,ORF6 protein,61,France,2022-01-10,2022,1,10
UQC96192,AY.20,ORF7a protein,121,France,2022-01-10,2022,1,10
UQC96193,AY.20,ORF7b protein,43,France,2022-01-10,2022,1,10
UQC96194,AY.20,ORF8 protein,119,France,2022-01-10,2022,1,10
UQC96195,AY.20,nucleocapsid phosphoprotein,419,France,2022-01-10,2022,1,10
UQC96196,AY.20,ORF10 protein,38,France,2022-01-10,2022,1,10
UQC96221,AY.129,ORF1ab polyprotein,7096,France,2022-01-03,2022,1,3
UQC96222,AY.129,ORF1a polyprotein,4405,France,2022-01-03,2022,1,3
UQC96223,AY.129,surface glycoprotein,1271,France,2022-01-03,2022,1,3
UQC96224,AY.129,ORF3a protein,275,France,2022-01-03,2022,1,3
UQC96225,AY.129,envelope protein,75,France,2022-01-03,2022,1,3
UQC96226,AY.129,membrane glycoprotein,222,France,2022-01-03,2022,1,3
UQC96227,AY.129,ORF6 protein,61,France,2022-01-03,2022,1,3
UQC96228,AY.129,ORF7a protein,121,France,2022-01-03,2022,1,3
UQC96229,AY.129,ORF7b protein,43,France,2022-01-03,2022,1,3
UQC96230,AY.129,ORF8 protein,119,France,2022-01-03,2022,1,3
UQC96231,AY.129,nucleocapsid phosphoprotein,419,France,2022-01-03,2022,1,3
UQC96232,AY.129,ORF10 protein,38,France,2022-01-03,2022,1,3
UQC97785,BA.1.1.1,ORF1ab polyprotein,7092,France,2021-12-29,2021,12,29
UQC97786,BA.1.1.1,ORF1a polyprotein,4401,France,2021-12-29,2021,12,29
UQC97787,BA.1.1.1,surface glycoprotein,1267,France,2021-12-29,2021,12,29
UQC97788,BA.1.1.1,ORF3a protein,275,France,2021-12-29,2021,12,29
UQC97789,BA.1.1.1,envelope protein,75,France,2021-12-29,2021,12,29
UQC97790,BA.1.1.1,membrane glycoprotein,222,France,2021-12-29,2021,12,29
UQC97791,BA.1.1.1,ORF6 protein,61,France,2021-12-29,2021,12,29
UQC97792,BA.1.1.1,ORF7a protein,121,France,2021-12-29,2021,12,29
UQC97793,BA.1.1.1,ORF7b protein,43,France,2021-12-29,2021,12,29
UQC97794,BA.1.1.1,ORF8 protein,121,France,2021-12-29,2021,12,29
UQC97795,BA.1.1.1,nucleocapsid phosphoprotein,416,France,2021-12-29,2021,12,29
UQC97796,BA.1.1.1,ORF10 protein,38,France,2021-12-29,2021,12,29
UQC98284,AY.133,ORF1ab polyprotein,7094,France,2021-12-27,2021,12,27
UQC98285,AY.133,ORF1a polyprotein,4403,France,2021-12-27,2021,12,27
UQC98286,AY.133,surface glycoprotein,1271,France,2021-12-27,2021,12,27
UQC98287,AY.133,ORF3a protein,275,France,2021-12-27,2021,12,27
UQC98288,AY.133,envelope protein,75,France,2021-12-27,2021,12,27
UQC98289,AY.133,membrane glycoprotein,222,France,2021-12-27,2021,12,27
UQC98290,AY.133,ORF6 protein,61,France,2021-12-27,2021,12,27
UQC98291,AY.133,ORF7a protein,121,France,2021-12-27,2021,12,27
UQC98292,AY.133,ORF7b protein,43,France,2021-12-27,2021,12,27
UQC98293,AY.133,ORF8 protein,119,France,2021-12-27,2021,12,27
UQC98294,AY.133,nucleocapsid phosphoprotein,419,France,2021-12-27,2021,12,27
UQC98295,AY.133,ORF10 protein,38,France,2021-12-27,2021,12,27
UQC98308,AY.133,ORF1ab polyprotein,7096,France,2022-01-03,2022,1,3
UQC98309,AY.133,ORF1a polyprotein,4405,France,2022-01-03,2022,1,3
UQC98310,AY.133,surface glycoprotein,1271,France,2022-01-03,2022,1,3
UQC98311,AY.133,ORF3a protein,275,France,2022-01-03,2022,1,3
UQC98312,AY.133,envelope protein,75,France,2022-01-03,2022,1,3
UQC98313,AY.133,membrane glycoprotein,222,France,2022-01-03,2022,1,3
UQC98314,AY.133,ORF6 protein,61,France,2022-01-03,2022,1,3
UQC98315,AY.133,ORF7a protein,121,France,2022-01-03,2022,1,3
UQC98316,AY.133,ORF7b protein,43,France,2022-01-03,2022,1,3
UQC98317,AY.133,ORF8 protein,119,France,2022-01-03,2022,1,3
UQC98318,AY.133,nucleocapsid phosphoprotein,419,France,2022-01-03,2022,1,3
UQC98319,AY.133,ORF10 protein,38,France,2022-01-03,2022,1,3
UQC98320,B.1.617.2,ORF1ab polyprotein,7096,France,2021-12-27,2021,12,27
UQC98321,B.1.617.2,ORF1a polyprotein,4405,France,2021-12-27,2021,12,27
UQC98322,B.1.617.2,surface glycoprotein,1271,France,2021-12-27,2021,12,27
UQC98323,B.1.617.2,ORF3a protein,275,France,2021-12-27,2021,12,27
UQC98324,B.1.617.2,envelope protein,75,France,2021-12-27,2021,12,27
UQC98325,B.1.617.2,membrane glycoprotein,222,France,2021-12-27,2021,12,27
UQC98326,B.1.617.2,ORF6 protein,61,France,2021-12-27,2021,12,27
UQC98327,B.1.617.2,ORF7a protein,121,France,2021-12-27,2021,12,27
UQC98328,B.1.617.2,ORF7b protein,43,France,2021-12-27,2021,12,27
UQC98329,B.1.617.2,ORF8 protein,119,France,2021-12-27,2021,12,27
UQC98330,B.1.617.2,nucleocapsid phosphoprotein,419,France,2021-12-27,2021,12,27
UQC98331,B.1.617.2,ORF10 protein,38,France,2021-12-27,2021,12,27
UQC98464,AY.121,ORF1ab polyprotein,7096,France,2021-12-27,2021,12,27
UQC98465,AY.121,ORF1a polyprotein,4405,France,2021-12-27,2021,12,27
UQC98466,AY.121,surface glycoprotein,1271,France,2021-12-27,2021,12,27
UQC98467,AY.121,ORF3a protein,275,France,2021-12-27,2021,12,27
