Accession,Pangolin,Protein,Length,Country,Collection_Date,Year,Month,Day
UOE99288,P.1,membrane glycoprotein,222,Brazil,2021-04-14,2021,4,14
UOE99289,P.1,ORF6 protein,61,Brazil,2021-04-14,2021,4,14
UOE99290,P.1,ORF7a protein,121,Brazil,2021-04-14,2021,4,14
UOE99291,P.1,ORF7b protein,43,Brazil,2021-04-14,2021,4,14
UOE99292,P.1,ORF8 protein,121,Brazil,2021-04-14,2021,4,14
UOE99293,P.1,nucleocapsid phosphoprotein,419,Brazil,2021-04-14,2021,4,14
UOE99294,P.1,ORF10 protein,38,Brazil,2021-04-14,2021,4,14
UHM88499,B.1.1,ORF1ab polyprotein,7096,Brazil,2021-02-01,2021,2,1
UHM88500,B.1.1,ORF1a polyprotein,4405,Brazil,2021-02-01,2021,2,1
UHM88501,B.1.1,surface glycoprotein,1273,Brazil,2021-02-01,2021,2,1
UHM88502,B.1.1,ORF3a protein,275,Brazil,2021-02-01,2021,2,1
UHM88503,B.1.1,envelope protein,75,Brazil,2021-02-01,2021,2,1
UHM88504,B.1.1,membrane glycoprotein,222,Brazil,2021-02-01,2021,2,1
UHM88505,B.1.1,ORF6 protein,61,Brazil,2021-02-01,2021,2,1
UHM88506,B.1.1,ORF7a protein,121,Brazil,2021-02-01,2021,2,1
UHM88507,B.1.1,ORF7b protein,43,Brazil,2021-02-01,2021,2,1
UHM88508,B.1.1,ORF8 protein,121,Brazil,2021-02-01,2021,2,1
UHM88509,B.1.1,nucleocapsid phosphoprotein,419,Brazil,2021-02-01,2021,2,1
UHM88510,B.1.1,ORF10 protein,38,Brazil,2021-02-01,2021,2,1
QQK84798,B.1.1.28,ORF1ab polyprotein,7096,Brazil,2020-04-21,2020,4,21
QQK84799,B.1.1.28,ORF1a polyprotein,4405,Brazil,2020-04-21,2020,4,21
QQK84800,B.1.1.28,surface glycoprotein,1273,Brazil,2020-04-21,2020,4,21
QQK84801,B.1.1.28,ORF3a protein,275,Brazil,2020-04-21,2020,4,21
QQK84802,B.1.1.28,envelope protein,75,Brazil,2020-04-21,2020,4,21
QQK84803,B.1.1.28,membrane glycoprotein,222,Brazil,2020-04-21,2020,4,21
QQK84804,B.1.1.28,ORF6 protein,61,Brazil,2020-04-21,2020,4,21
QQK84805,B.1.1.28,ORF7a protein,121,Brazil,2020-04-21,2020,4,21
QQK84806,B.1.1.28,ORF7b protein,43,Brazil,2020-04-21,2020,4,21
QQK84807,B.1.1.28,ORF8 protein,121,Brazil,2020-04-21,2020,4,21
QQK84808,B.1.1.28,nucleocapsid phosphoprotein,419,Brazil,2020-04-21,2020,4,21
QQK84809,B.1.1.28,ORF10 protein,38,Brazil,2020-04-21,2020,4,21
QQV29992,B.1.1.33,ORF1ab polyprotein,7096,Brazil,2020-03-16,2020,3,16
QQV29993,B.1.1.33,ORF1a polyprotein,4405,Brazil,2020-03-16,2020,3,16
QQV29994,B.1.1.33,surface glycoprotein,1273,Brazil,2020-03-16,2020,3,16
QQV29995,B.1.1.33,ORF3a protein,275,Brazil,2020-03-16,2020,3,16
QQV29996,B.1.1.33,envelope protein,75,Brazil,2020-03-16,2020,3,16
QQV29997,B.1.1.33,membrane glycoprotein,222,Brazil,2020-03-16,2020,3,16
QQV29998,B.1.1.33,ORF6 protein,61,Brazil,2020-03-16,2020,3,16
QQV29999,B.1.1.33,ORF7a protein,121,Brazil,2020-03-16,2020,3,16
QQV30000,B.1.1.33,ORF7b protein,43,Brazil,2020-03-16,2020,3,16
QQV30001,B.1.1.33,ORF8 protein,121,Brazil,2020-03-16,2020,3,16
QQV30002,B.1.1.33,nucleocapsid phosphoprotein,419,Brazil,2020-03-16,2020,3,16
QQV30003,B.1.1.33,ORF10 protein,38,Brazil,2020-03-16,2020,3,16
QXF22595,B.1.1.7,ORF1ab polyprotein,7093,Brazil,2021-03-03,2021,3,3
QXF22596,B.1.1.7,ORF1a polyprotein,4402,Brazil,2021-03-03,2021,3,3
QXF22597,B.1.1.7,surface glycoprotein,1270,Brazil,2021-03-03,2021,3,3
QXF22598,B.1.1.7,ORF3a protein,275,Brazil,2021-03-03,2021,3,3
QXF22599,B.1.1.7,envelope protein,75,Brazil,2021-03-03,2021,3,3
QXF22600,B.1.1.7,membrane glycoprotein,222,Brazil,2021-03-03,2021,3,3
QXF22601,B.1.1.7,ORF6 protein,61,Brazil,2021-03-03,2021,3,3
QXF22602,B.1.1.7,ORF7a protein,121,Brazil,2021-03-03,2021,3,3
QXF22603,B.1.1.7,ORF7b protein,43,Brazil,2021-03-03,2021,3,3
QXF22604,B.1.1.7,,26,Brazil,2021-03-03,2021,3,3
QXF22605,B.1.1.7,nucleocapsid phosphoprotein,419,Brazil,2021-03-03,2021,3,3
QXF22606,B.1.1.7,ORF10 protein,38,Brazil,2021-03-03,2021,3,3
QXF22619,P.1,ORF1ab polyprotein,7093,Brazil,2021-03-05,2021,3,5
QXF22620,P.1,ORF1a polyprotein,4402,Brazil,2021-03-05,2021,3,5
QXF22621,P.1,surface glycoprotein,1273,Brazil,2021-03-05,2021,3,5
QXF22622,P.1,ORF3a protein,275,Brazil,2021-03-05,2021,3,5
QXF22623,P.1,envelope protein,75,Brazil,2021-03-05,2021,3,5
QXF22624,P.1,membrane glycoprotein,222,Brazil,2021-03-05,2021,3,5
QXF22625,P.1,ORF6 protein,61,Brazil,2021-03-05,2021,3,5
QXF22626,P.1,ORF7a protein,121,Brazil,2021-03-05,2021,3,5
QXF22627,P.1,ORF7b protein,43,Brazil,2021-03-05,2021,3,5
QXF22628,P.1,ORF8 protein,121,Brazil,2021-03-05,2021,3,5
QXF22629,P.1,nucleocapsid phosphoprotein,419,Brazil,2021-03-05,2021,3,5
QXF22630,P.1,ORF10 protein,38,Brazil,2021-03-05,2021,3,5
QXF22873,B.1.1.7,ORF1ab polyprotein,7093,Brazil,2021-04-10,2021,4,10
QXF22874,B.1.1.7,ORF1a polyprotein,4402,Brazil,2021-04-10,2021,4,10
QXF22875,B.1.1.7,surface glycoprotein,1270,Brazil,2021-04-10,2021,4,10
QXF22876,B.1.1.7,ORF3a protein,275,Brazil,2021-04-10,2021,4,10
QXF22877,B.1.1.7,envelope protein,75,Brazil,2021-04-10,2021,4,10
QXF22878,B.1.1.7,membrane glycoprotein,222,Brazil,2021-04-10,2021,4,10
QXF22879,B.1.1.7,ORF6 protein,61,Brazil,2021-04-10,2021,4,10
QXF22880,B.1.1.7,ORF7a protein,121,Brazil,2021-04-10,2021,4,10
QXF22881,B.1.1.7,ORF7b protein,43,Brazil,2021-04-10,2021,4,10
QXF22882,B.1.1.7,,26,Brazil,2021-04-10,2021,4,10
QXF22883,B.1.1.7,nucleocapsid phosphoprotein,419,Brazil,2021-04-10,2021,4,10
QXF22884,B.1.1.7,ORF10 protein,38,Brazil,2021-04-10,2021,4,10
QXF22897,P.2,ORF1ab polyprotein,7096,Brazil,2021-04-09,2021,4,9
QXF22898,P.2,ORF1a polyprotein,4405,Brazil,2021-04-09,2021,4,9
QXF22899,P.2,surface glycoprotein,1273,Brazil,2021-04-09,2021,4,9
QXF22900,P.2,ORF3a protein,275,Brazil,2021-04-09,2021,4,9
QXF22901,P.2,envelope protein,75,Brazil,2021-04-09,2021,4,9
QXF22902,P.2,membrane glycoprotein,222,Brazil,2021-04-09,2021,4,9
QXF22903,P.2,ORF6 protein,61,Brazil,2021-04-09,2021,4,9
QXF22904,P.2,ORF7a protein,121,Brazil,2021-04-09,2021,4,9
QXF22905,P.2,ORF7b protein,43,Brazil,2021-04-09,2021,4,9
QXF22906,P.2,ORF8 protein,121,Brazil,2021-04-09,2021,4,9
QXF22907,P.2,nucleocapsid phosphoprotein,419,Brazil,2021-04-09,2021,4,9
QXF22908,P.2,ORF10 protein,38,Brazil,2021-04-09,2021,4,9
QXF23747,B.1.1.33,ORF1ab polyprotein,7096,Brazil,2020-06-04,2020,6,4
QXF23748,B.1.1.33,ORF1a polyprotein,4405,Brazil,2020-06-04,2020,6,4
QXF23749,B.1.1.33,surface glycoprotein,1273,Brazil,2020-06-04,2020,6,4
QXF23750,B.1.1.33,ORF3a protein,275,Brazil,2020-06-04,2020,6,4
QXF23751,B.1.1.33,envelope protein,75,Brazil,2020-06-04,2020,6,4
QXF23752,B.1.1.33,membrane glycoprotein,222,Brazil,2020-06-04,2020,6,4
QXF23753,B.1.1.33,ORF6 protein,61,Brazil,2020-06-04,2020,6,4
QXF23754,B.1.1.33,ORF7a protein,121,Brazil,2020-06-04,2020,6,4
QXF23755,B.1.1.33,ORF7b protein,43,Brazil,2020-06-04,2020,6,4
QXF23756,B.1.1.33,ORF8 protein,121,Brazil,2020-06-04,2020,6,4
QXF23757,B.1.1.33,nucleocapsid phosphoprotein,419,Brazil,2020-06-04,2020,6,4
QXF23758,B.1.1.33,ORF10 protein,38,Brazil,2020-06-04,2020,6,4
QWV59253,B.1,ORF1ab polyprotein,7096,Brazil,2020-05-05,2020,5,5
QWV59254,B.1,ORF1a polyprotein,4405,Brazil,2020-05-05,2020,5,5
QWV59255,B.1,surface glycoprotein,1273,Brazil,2020-05-05,2020,5,5
QWV59256,B.1,ORF3a protein,275,Brazil,2020-05-05,2020,5,5
QWV59257,B.1,envelope protein,75,Brazil,2020-05-05,2020,5,5
QWV59258,B.1,membrane glycoprotein,222,Brazil,2020-05-05,2020,5,5
QWV59259,B.1,ORF6 protein,61,Brazil,2020-05-05,2020,5,5
QWV59260,B.1,ORF7a protein,121,Brazil,2020-05-05,2020,5,5
QWV59261,B.1,ORF7b protein,43,Brazil,2020-05-05,2020,5,5
QWV59262,B.1,ORF8 protein,121,Brazil,2020-05-05,2020,5,5
QWV59263,B.1,nucleocapsid phosphoprotein,419,Brazil,2020-05-05,2020,5,5
QWV59264,B.1,ORF10 protein,38,Brazil,2020-05-05,2020,5,5
QWV59313,B,ORF1ab polyprotein,7096,Brazil,2020-04-22,2020,4,22
QWV59314,B,ORF1a polyprotein,4405,Brazil,2020-04-22,2020,4,22
QWV59315,B,surface glycoprotein,1273,Brazil,2020-04-22,2020,4,22
QWV59316,B,ORF3a protein,275,Brazil,2020-04-22,2020,4,22
QWV59317,B,envelope protein,75,Brazil,2020-04-22,2020,4,22
QWV59318,B,membrane glycoprotein,222,Brazil,2020-04-22,2020,4,22
QWV59319,B,ORF6 protein,61,Brazil,2020-04-22,2020,4,22
QWV59320,B,ORF7a protein,121,Brazil,2020-04-22,2020,4,22
QWV59321,B,ORF7b protein,43,Brazil,2020-04-22,2020,4,22
QWV59322,B,ORF8 protein,121,Brazil,2020-04-22,2020,4,22
QWV59323,B,nucleocapsid phosphoprotein,419,Brazil,2020-04-22,2020,4,22
QWV59324,B,ORF10 protein,38,Brazil,2020-04-22,2020,4,22
QWV59445,B.1.1.33,ORF1ab polyprotein,7096,Brazil,2020-05-14,2020,5,14
QWV59446,B.1.1.33,ORF1a polyprotein,4405,Brazil,2020-05-14,2020,5,14
QWV59447,B.1.1.33,surface glycoprotein,1273,Brazil,2020-05-14,2020,5,14
QWV59448,B.1.1.33,ORF3a protein,275,Brazil,2020-05-14,2020,5,14
QWV59449,B.1.1.33,envelope protein,75,Brazil,2020-05-14,2020,5,14
QWV59450,B.1.1.33,membrane glycoprotein,222,Brazil,2020-05-14,2020,5,14
QWV59451,B.1.1.33,ORF6 protein,61,Brazil,2020-05-14,2020,5,14
QWV59452,B.1.1.33,ORF7a protein,121,Brazil,2020-05-14,2020,5,14
QWV59453,B.1.1.33,ORF7b protein,43,Brazil,2020-05-14,2020,5,14
QWV59454,B.1.1.33,ORF8 protein,121,Brazil,2020-05-14,2020,5,14
QWV59455,B.1.1.33,nucleocapsid phosphoprotein,419,Brazil,2020-05-14,2020,5,14
QWV59456,B.1.1.33,ORF10 protein,38,Brazil,2020-05-14,2020,5,14
QXF22394,P.2,ORF1ab polyprotein,7096,Brazil,2021-03-03,2021,3,3
QXF22395,P.2,ORF1a polyprotein,4405,Brazil,2021-03-03,2021,3,3
QXF22396,P.2,surface glycoprotein,1273,Brazil,2021-03-03,2021,3,3
QXF22397,P.2,ORF3a protein,275,Brazil,2021-03-03,2021,3,3
QXF22398,P.2,envelope protein,75,Brazil,2021-03-03,2021,3,3
QXF22399,P.2,membrane glycoprotein,222,Brazil,2021-03-03,2021,3,3
QXF22400,P.2,ORF6 protein,61,Brazil,2021-03-03,2021,3,3
QXF22401,P.2,ORF7a protein,121,Brazil,2021-03-03,2021,3,3
QXF22402,P.2,ORF7b protein,43,Brazil,2021-03-03,2021,3,3
QXF22403,P.2,ORF8 protein,121,Brazil,2021-03-03,2021,3,3
QXF22404,P.2,nucleocapsid phosphoprotein,419,Brazil,2021-03-03,2021,3,3
QXF22405,P.2,ORF10 protein,38,Brazil,2021-03-03,2021,3,3
QVG81598,N.9,ORF1ab polyprotein,7096,Brazil,2020-12-09,2020,12,9
QVG81599,N.9,ORF1a polyprotein,4405,Brazil,2020-12-09,2020,12,9
QVG81600,N.9,surface glycoprotein,1273,Brazil,2020-12-09,2020,12,9
QVG81601,N.9,ORF3a protein,275,Brazil,2020-12-09,2020,12,9
QVG81602,N.9,envelope protein,75,Brazil,2020-12-09,2020,12,9
QVG81603,N.9,membrane glycoprotein,222,Brazil,2020-12-09,2020,12,9
QVG81604,N.9,ORF6 protein,61,Brazil,2020-12-09,2020,12,9
QVG81605,N.9,ORF7a protein,121,Brazil,2020-12-09,2020,12,9
QVG81606,N.9,ORF7b protein,43,Brazil,2020-12-09,2020,12,9
QVG81607,N.9,ORF8 protein,121,Brazil,2020-12-09,2020,12,9
QVG81608,N.9,nucleocapsid phosphoprotein,419,Brazil,2020-12-09,2020,12,9
QVG81609,N.9,ORF10 protein,38,Brazil,2020-12-09,2020,12,9
QVQ47337,P.1,ORF1ab polyprotein,7096,Brazil,2020-12-21,2020,12,21
QVQ47338,P.1,ORF1a polyprotein,4405,Brazil,2020-12-21,2020,12,21
QVQ47339,P.1,surface glycoprotein,1273,Brazil,2020-12-21,2020,12,21
QVQ47340,P.1,ORF3a protein,275,Brazil,2020-12-21,2020,12,21
QVQ47341,P.1,envelope protein,75,Brazil,2020-12-21,2020,12,21
QVQ47342,P.1,membrane glycoprotein,222,Brazil,2020-12-21,2020,12,21
QVQ47343,P.1,ORF6 protein,61,Brazil,2020-12-21,2020,12,21
QVQ47344,P.1,ORF7a protein,121,Brazil,2020-12-21,2020,12,21
QVQ47345,P.1,ORF7b protein,43,Brazil,2020-12-21,2020,12,21
QVQ47346,P.1,ORF8 protein,121,Brazil,2020-12-21,2020,12,21
QVQ47347,P.1,nucleocapsid phosphoprotein,419,Brazil,2020-12-21,2020,12,21
QVQ47348,P.1,ORF10 protein,38,Brazil,2020-12-21,2020,12,21
QVE55287,P.1.14,ORF1ab polyprotein,7096,Brazil,2021-02-19,2021,2,19
QVE55288,P.1.14,ORF1a polyprotein,4405,Brazil,2021-02-19,2021,2,19
QVE55289,P.1.14,surface glycoprotein,1273,Brazil,2021-02-19,2021,2,19
QVE55290,P.1.14,ORF3a protein,275,Brazil,2021-02-19,2021,2,19
QVE55291,P.1.14,envelope protein,75,Brazil,2021-02-19,2021,2,19
QVE55292,P.1.14,membrane glycoprotein,222,Brazil,2021-02-19,2021,2,19
QVE55293,P.1.14,ORF6 protein,61,Brazil,2021-02-19,2021,2,19
QVE55294,P.1.14,ORF7a protein,121,Brazil,2021-02-19,2021,2,19
QVE55295,P.1.14,ORF7b protein,43,Brazil,2021-02-19,2021,2,19
QVE55296,P.1.14,ORF8 protein,121,Brazil,2021-02-19,2021,2,19
QVE55297,P.1.14,nucleocapsid phosphoprotein,419,Brazil,2021-02-19,2021,2,19
QVE55298,P.1.14,ORF10 protein,38,Brazil,2021-02-19,2021,2,19
QVE55299,P.2,ORF1ab polyprotein,7096,Brazil,2021-02-26,2021,2,26
QVE55300,P.2,ORF1a polyprotein,4405,Brazil,2021-02-26,2021,2,26
QVE55301,P.2,surface glycoprotein,1273,Brazil,2021-02-26,2021,2,26
QVE55302,P.2,ORF3a protein,275,Brazil,2021-02-26,2021,2,26
QVE55303,P.2,envelope protein,75,Brazil,2021-02-26,2021,2,26
QVE55304,P.2,membrane glycoprotein,222,Brazil,2021-02-26,2021,2,26
QVE55305,P.2,ORF6 protein,61,Brazil,2021-02-26,2021,2,26
QVE55306,P.2,ORF7a protein,121,Brazil,2021-02-26,2021,2,26
QVE55307,P.2,ORF7b protein,43,Brazil,2021-02-26,2021,2,26
QVE55308,P.2,ORF8 protein,121,Brazil,2021-02-26,2021,2,26
QVE55309,P.2,nucleocapsid phosphoprotein,419,Brazil,2021-02-26,2021,2,26
QVE55310,P.2,ORF10 protein,38,Brazil,2021-02-26,2021,2,26
QMT98138,B.1,ORF1ab polyprotein,7096,Brazil,2020-07-20,2020,7,20
QMT98139,B.1,ORF1a polyprotein,4405,Brazil,2020-07-20,2020,7,20
QMT98140,B.1,surface glycoprotein,1273,Brazil,2020-07-20,2020,7,20
QMT98141,B.1,ORF3a protein,275,Brazil,2020-07-20,2020,7,20
QMT98142,B.1,envelope protein,75,Brazil,2020-07-20,2020,7,20
QMT98143,B.1,membrane glycoprotein,222,Brazil,2020-07-20,2020,7,20
QMT98144,B.1,ORF6 protein,61,Brazil,2020-07-20,2020,7,20
QMT98145,B.1,ORF7a protein,121,Brazil,2020-07-20,2020,7,20
QMT98146,B.1,ORF7b protein,43,Brazil,2020-07-20,2020,7,20
QMT98147,B.1,ORF8 protein,121,Brazil,2020-07-20,2020,7,20
QMT98148,B.1,nucleocapsid phosphoprotein,419,Brazil,2020-07-20,2020,7,20
QMT98149,B.1,ORF10 protein,38,Brazil,2020-07-20,2020,7,20
QLF80254,B.1.1.28,ORF1ab polyprotein,7096,Brazil,2020-03-20,2020,3,20
QLF80255,B.1.1.28,ORF1a polyprotein,4405,Brazil,2020-03-20,2020,3,20
QLF80256,B.1.1.28,surface glycoprotein,1273,Brazil,2020-03-20,2020,3,20
QLF80257,B.1.1.28,ORF3a protein,275,Brazil,2020-03-20,2020,3,20
QLF80258,B.1.1.28,envelope protein,75,Brazil,2020-03-20,2020,3,20
QLF80259,B.1.1.28,membrane glycoprotein,222,Brazil,2020-03-20,2020,3,20
QLF80260,B.1.1.28,ORF6 protein,61,Brazil,2020-03-20,2020,3,20
QLF80261,B.1.1.28,ORF7a protein,121,Brazil,2020-03-20,2020,3,20
QLF80262,B.1.1.28,ORF7b protein,43,Brazil,2020-03-20,2020,3,20
QLF80263,B.1.1.28,ORF8 protein,121,Brazil,2020-03-20,2020,3,20
QLF80264,B.1.1.28,nucleocapsid phosphoprotein,419,Brazil,2020-03-20,2020,3,20
QLF80265,B.1.1.28,ORF10 protein,38,Brazil,2020-03-20,2020,3,20
QJA41639,B,ORF1ab polyprotein,7096,Brazil,2020-03-18,2020,3,18
QJA41640,B,ORF1a polyprotein,4405,Brazil,2020-03-18,2020,3,18
QJA41641,B,surface glycoprotein,1273,Brazil,2020-03-18,2020,3,18
QJA41642,B,ORF3a protein,275,Brazil,2020-03-18,2020,3,18
QJA41643,B,envelope protein,75,Brazil,2020-03-18,2020,3,18
QJA41644,B,membrane glycoprotein,222,Brazil,2020-03-18,2020,3,18
QJA41645,B,ORF6 protein,61,Brazil,2020-03-18,2020,3,18
QJA41646,B,ORF7a protein,121,Brazil,2020-03-18,2020,3,18
QJA41647,B,ORF7b protein,43,Brazil,2020-03-18,2020,3,18
QJA41648,B,ORF8 protein,121,Brazil,2020-03-18,2020,3,18
QJA41649,B,nucleocapsid phosphoprotein,419,Brazil,2020-03-18,2020,3,18
QJA41650,B,ORF10 protein,38,Brazil,2020-03-18,2020,3,18
QIG55993,B,ORF1ab polyprotein,7096,Brazil,2020-02-28,2020,2,28
QIG55994,B,surface glycoprotein,1273,Brazil,2020-02-28,2020,2,28
QIG55995,B,ORF3a protein,275,Brazil,2020-02-28,2020,2,28
QIG55996,B,envelope protein,75,Brazil,2020-02-28,2020,2,28
QIG55997,B,membrane glycoprotein,222,Brazil,2020-02-28,2020,2,28
QIG55998,B,ORF6 protein,61,Brazil,2020-02-28,2020,2,28
QIG55999,B,ORF7a protein,121,Brazil,2020-02-28,2020,2,28
QIG56000,B,ORF8 protein,121,Brazil,2020-02-28,2020,2,28
QIG56001,B,nucleocapsid phosphoprotein,419,Brazil,2020-02-28,2020,2,28
QIG56002,B,ORF10 protein,38,Brazil,2020-02-28,2020,2,28
WDB02878,BQ.1.1.31,ORF1ab polyprotein,7093,Bahrain,2022-12-02,2022,12,2
WDB02879,BQ.1.1.31,ORF1a polyprotein,4402,Bahrain,2022-12-02,2022,12,2
WDB02880,BQ.1.1.31,surface glycoprotein,1267,Bahrain,2022-12-02,2022,12,2
WDB02881,BQ.1.1.31,ORF3a protein,275,Bahrain,2022-12-02,2022,12,2
WDB02882,BQ.1.1.31,envelope protein,75,Bahrain,2022-12-02,2022,12,2
WDB02883,BQ.1.1.31,membrane glycoprotein,222,Bahrain,2022-12-02,2022,12,2
WDB02884,BQ.1.1.31,ORF6 protein,61,Bahrain,2022-12-02,2022,12,2
WDB02885,BQ.1.1.31,ORF7a protein,121,Bahrain,2022-12-02,2022,12,2
WDB02886,BQ.1.1.31,ORF7b protein,43,Bahrain,2022-12-02,2022,12,2
WDB02887,BQ.1.1.31,ORF8 protein,121,Bahrain,2022-12-02,2022,12,2
WDB02888,BQ.1.1.31,nucleocapsid phosphoprotein,416,Bahrain,2022-12-02,2022,12,2
WDB02889,BQ.1.1.31,ORF10 protein,38,Bahrain,2022-12-02,2022,12,2
WDB02968,BQ.1.1,ORF1ab polyprotein,7093,Bahrain,2022-11-23,2022,11,23
WDB02969,BQ.1.1,ORF1a polyprotein,4402,Bahrain,2022-11-23,2022,11,23
WDB02970,BQ.1.1,surface glycoprotein,1267,Bahrain,2022-11-23,2022,11,23
WDB02971,BQ.1.1,ORF3a protein,275,Bahrain,2022-11-23,2022,11,23
WDB02972,BQ.1.1,envelope protein,75,Bahrain,2022-11-23,2022,11,23
WDB02973,BQ.1.1,membrane glycoprotein,222,Bahrain,2022-11-23,2022,11,23
WDB02974,BQ.1.1,ORF6 protein,61,Bahrain,2022-11-23,2022,11,23
WDB02975,BQ.1.1,ORF7a protein,121,Bahrain,2022-11-23,2022,11,23
WDB02976,BQ.1.1,ORF7b protein,43,Bahrain,2022-11-23,2022,11,23
WDB02977,BQ.1.1,ORF8 protein,121,Bahrain,2022-11-23,2022,11,23
WDB02978,BQ.1.1,nucleocapsid phosphoprotein,416,Bahrain,2022-11-23,2022,11,23
WDB02979,BQ.1.1,ORF10 protein,38,Bahrain,2022-11-23,2022,11,23
WDB03047,BQ.1.1,ORF1ab polyprotein,7093,Bahrain,2022-12-04,2022,12,4
WDB03048,BQ.1.1,ORF1a polyprotein,4402,Bahrain,2022-12-04,2022,12,4
WDB03049,BQ.1.1,surface glycoprotein,1268,Bahrain,2022-12-04,2022,12,4
WDB03050,BQ.1.1,ORF3a protein,275,Bahrain,2022-12-04,2022,12,4
WDB03051,BQ.1.1,envelope protein,75,Bahrain,2022-12-04,2022,12,4
WDB03052,BQ.1.1,membrane glycoprotein,222,Bahrain,2022-12-04,2022,12,4
WDB03053,BQ.1.1,ORF6 protein,61,Bahrain,2022-12-04,2022,12,4
WDB03054,BQ.1.1,ORF7a protein,121,Bahrain,2022-12-04,2022,12,4
WDB03055,BQ.1.1,ORF7b protein,43,Bahrain,2022-12-04,2022,12,4
WDB03056,BQ.1.1,ORF8 protein,121,Bahrain,2022-12-04,2022,12,4
WDB03057,BQ.1.1,nucleocapsid phosphoprotein,416,Bahrain,2022-12-04,2022,12,4
WDB03058,BQ.1.1,ORF10 protein,38,Bahrain,2022-12-04,2022,12,4
WDB03147,BQ.1.1.5,ORF1ab polyprotein,7093,Bahrain,2022-12-03,2022,12,3
WDB03148,BQ.1.1.5,ORF1a polyprotein,4402,Bahrain,2022-12-03,2022,12,3
WDB03149,BQ.1.1.5,surface glycoprotein,1268,Bahrain,2022-12-03,2022,12,3
WDB03150,BQ.1.1.5,ORF3a protein,275,Bahrain,2022-12-03,2022,12,3
WDB03151,BQ.1.1.5,envelope protein,75,Bahrain,2022-12-03,2022,12,3
WDB03152,BQ.1.1.5,membrane glycoprotein,222,Bahrain,2022-12-03,2022,12,3
WDB03153,BQ.1.1.5,ORF6 protein,61,Bahrain,2022-12-03,2022,12,3
WDB03154,BQ.1.1.5,ORF7a protein,121,Bahrain,2022-12-03,2022,12,3
WDB03155,BQ.1.1.5,ORF7b protein,43,Bahrain,2022-12-03,2022,12,3
WDB03156,BQ.1.1.5,ORF8 protein,121,Bahrain,2022-12-03,2022,12,3
WDB03157,BQ.1.1.5,nucleocapsid phosphoprotein,416,Bahrain,2022-12-03,2022,12,3
WDB03158,BQ.1.1.5,ORF10 protein,38,Bahrain,2022-12-03,2022,12,3
WDB03204,BQ.1.23,ORF1ab polyprotein,7093,Bahrain,2022-11-16,2022,11,16
WDB03205,BQ.1.23,ORF1a polyprotein,4402,Bahrain,2022-11-16,2022,11,16
WDB03206,BQ.1.23,surface glycoprotein,1267,Bahrain,2022-11-16,2022,11,16
WDB03207,BQ.1.23,ORF3a protein,275,Bahrain,2022-11-16,2022,11,16
WDB03208,BQ.1.23,envelope protein,75,Bahrain,2022-11-16,2022,11,16
WDB03209,BQ.1.23,membrane glycoprotein,222,Bahrain,2022-11-16,2022,11,16
WDB03210,BQ.1.23,ORF6 protein,61,Bahrain,2022-11-16,2022,11,16
WDB03211,BQ.1.23,ORF7a protein,121,Bahrain,2022-11-16,2022,11,16
WDB03212,BQ.1.23,ORF7b protein,43,Bahrain,2022-11-16,2022,11,16
WDB03213,BQ.1.23,ORF8 protein,121,Bahrain,2022-11-16,2022,11,16
WDB03214,BQ.1.23,nucleocapsid phosphoprotein,416,Bahrain,2022-11-16,2022,11,16
WDB03215,BQ.1.23,ORF10 protein,38,Bahrain,2022-11-16,2022,11,16
WDB03623,BQ.1.2,ORF1ab polyprotein,7093,Bahrain,2022-11-28,2022,11,28
WDB03624,BQ.1.2,ORF1a polyprotein,4402,Bahrain,2022-11-28,2022,11,28
WDB03625,BQ.1.2,surface glycoprotein,1268,Bahrain,2022-11-28,2022,11,28
WDB03626,BQ.1.2,ORF3a protein,275,Bahrain,2022-11-28,2022,11,28
WDB03627,BQ.1.2,envelope protein,75,Bahrain,2022-11-28,2022,11,28
WDB03628,BQ.1.2,membrane glycoprotein,222,Bahrain,2022-11-28,2022,11,28
WDB03629,BQ.1.2,ORF6 protein,61,Bahrain,2022-11-28,2022,11,28
WDB03630,BQ.1.2,ORF7a protein,121,Bahrain,2022-11-28,2022,11,28
WDB03631,BQ.1.2,ORF7b protein,43,Bahrain,2022-11-28,2022,11,28
WDB03632,BQ.1.2,ORF8 protein,121,Bahrain,2022-11-28,2022,11,28
WDB03633,BQ.1.2,nucleocapsid phosphoprotein,416,Bahrain,2022-11-28,2022,11,28
WDB03634,BQ.1.2,ORF10 protein,38,Bahrain,2022-11-28,2022,11,28
WDB03692,BQ.1,ORF1ab polyprotein,7093,Bahrain,2022-11-29,2022,11,29
WDB03693,BQ.1,ORF1a polyprotein,4402,Bahrain,2022-11-29,2022,11,29
WDB03694,BQ.1,surface glycoprotein,1268,Bahrain,2022-11-29,2022,11,29
WDB03695,BQ.1,ORF3a protein,275,Bahrain,2022-11-29,2022,11,29
WDB03696,BQ.1,envelope protein,75,Bahrain,2022-11-29,2022,11,29
WDB03697,BQ.1,membrane glycoprotein,222,Bahrain,2022-11-29,2022,11,29
WDB03698,BQ.1,ORF6 protein,61,Bahrain,2022-11-29,2022,11,29
WDB03699,BQ.1,ORF7a protein,121,Bahrain,2022-11-29,2022,11,29
WDB03700,BQ.1,ORF7b protein,43,Bahrain,2022-11-29,2022,11,29
