Accession,Pangolin,Protein,Length,Country,Collection_Date,Year,Month,Day
UYW62654,BA.2.3,ORF10 protein,38,Viet Nam,2022-08-16,2022,8,16
UYW62679,B.1.1.529,ORF1ab polyprotein,7096,Viet Nam,2022-08-16,2022,8,16
UYW62680,B.1.1.529,ORF1a polyprotein,4405,Viet Nam,2022-08-16,2022,8,16
UYW62681,B.1.1.529,surface glycoprotein,1271,Viet Nam,2022-08-16,2022,8,16
UYW62682,B.1.1.529,ORF3a protein,273,Viet Nam,2022-08-16,2022,8,16
UYW62683,B.1.1.529,envelope protein,75,Viet Nam,2022-08-16,2022,8,16
UYW62684,B.1.1.529,membrane glycoprotein,222,Viet Nam,2022-08-16,2022,8,16
UYW62685,B.1.1.529,ORF6 protein,61,Viet Nam,2022-08-16,2022,8,16
UYW62686,B.1.1.529,ORF7a protein,121,Viet Nam,2022-08-16,2022,8,16
UYW62687,B.1.1.529,ORF7b protein,43,Viet Nam,2022-08-16,2022,8,16
UYW62688,B.1.1.529,ORF8 protein,121,Viet Nam,2022-08-16,2022,8,16
UYW62689,B.1.1.529,nucleocapsid phosphoprotein,416,Viet Nam,2022-08-16,2022,8,16
UYW62690,B.1.1.529,ORF10 protein,38,Viet Nam,2022-08-16,2022,8,16
UYW62774,BA.5.1,ORF1ab polyprotein,7090,Viet Nam,2022-08-06,2022,8,6
UYW62775,BA.5.1,ORF1a polyprotein,4399,Viet Nam,2022-08-06,2022,8,6
UYW62776,BA.5.1,surface glycoprotein,1268,Viet Nam,2022-08-06,2022,8,6
UYW62777,BA.5.1,ORF3a protein,275,Viet Nam,2022-08-06,2022,8,6
UYW62778,BA.5.1,envelope protein,75,Viet Nam,2022-08-06,2022,8,6
UYW62779,BA.5.1,membrane glycoprotein,222,Viet Nam,2022-08-06,2022,8,6
UYW62780,BA.5.1,ORF6 protein,61,Viet Nam,2022-08-06,2022,8,6
UYW62781,BA.5.1,ORF7a protein,121,Viet Nam,2022-08-06,2022,8,6
UYW62782,BA.5.1,ORF7b protein,43,Viet Nam,2022-08-06,2022,8,6
UYW62783,BA.5.1,ORF8 protein,121,Viet Nam,2022-08-06,2022,8,6
UYW62784,BA.5.1,nucleocapsid phosphoprotein,416,Viet Nam,2022-08-06,2022,8,6
UYW62785,BA.5.1,ORF10 protein,38,Viet Nam,2022-08-06,2022,8,6
UYW62989,BA.2.74,ORF1ab polyprotein,7093,Viet Nam,2022-08-17,2022,8,17
UYW62990,BA.2.74,ORF1a polyprotein,4402,Viet Nam,2022-08-17,2022,8,17
UYW62991,BA.2.74,surface glycoprotein,1270,Viet Nam,2022-08-17,2022,8,17
UYW62992,BA.2.74,ORF3a protein,275,Viet Nam,2022-08-17,2022,8,17
UYW62993,BA.2.74,envelope protein,75,Viet Nam,2022-08-17,2022,8,17
UYW62994,BA.2.74,membrane glycoprotein,222,Viet Nam,2022-08-17,2022,8,17
UYW62995,BA.2.74,ORF6 protein,61,Viet Nam,2022-08-17,2022,8,17
UYW62996,BA.2.74,ORF7a protein,121,Viet Nam,2022-08-17,2022,8,17
UYW62997,BA.2.74,ORF7b protein,43,Viet Nam,2022-08-17,2022,8,17
UYW62998,BA.2.74,ORF8 protein,121,Viet Nam,2022-08-17,2022,8,17
UYW62999,BA.2.74,nucleocapsid phosphoprotein,416,Viet Nam,2022-08-17,2022,8,17
UYW63000,BA.2.74,ORF10 protein,38,Viet Nam,2022-08-17,2022,8,17
UYW63181,BE.1.1,ORF1ab polyprotein,7093,Viet Nam,2022-08-21,2022,8,21
UYW63182,BE.1.1,ORF1a polyprotein,4402,Viet Nam,2022-08-21,2022,8,21
UYW63183,BE.1.1,surface glycoprotein,1268,Viet Nam,2022-08-21,2022,8,21
UYW63184,BE.1.1,ORF3a protein,275,Viet Nam,2022-08-21,2022,8,21
UYW63185,BE.1.1,envelope protein,75,Viet Nam,2022-08-21,2022,8,21
UYW63186,BE.1.1,membrane glycoprotein,222,Viet Nam,2022-08-21,2022,8,21
UYW63187,BE.1.1,ORF6 protein,61,Viet Nam,2022-08-21,2022,8,21
UYW63188,BE.1.1,ORF7a protein,121,Viet Nam,2022-08-21,2022,8,21
UYW63189,BE.1.1,ORF7b protein,43,Viet Nam,2022-08-21,2022,8,21
UYW63190,BE.1.1,ORF8 protein,121,Viet Nam,2022-08-21,2022,8,21
UYW63191,BE.1.1,nucleocapsid phosphoprotein,416,Viet Nam,2022-08-21,2022,8,21
UYW63192,BE.1.1,ORF10 protein,38,Viet Nam,2022-08-21,2022,8,21
UYW63252,BA.4.6.4,ORF1ab polyprotein,7090,Viet Nam,2022-08-24,2022,8,24
UYW63253,BA.4.6.4,ORF1a polyprotein,4399,Viet Nam,2022-08-24,2022,8,24
UYW63254,BA.4.6.4,surface glycoprotein,1268,Viet Nam,2022-08-24,2022,8,24
UYW63255,BA.4.6.4,ORF3a protein,275,Viet Nam,2022-08-24,2022,8,24
UYW63256,BA.4.6.4,envelope protein,75,Viet Nam,2022-08-24,2022,8,24
UYW63257,BA.4.6.4,membrane glycoprotein,222,Viet Nam,2022-08-24,2022,8,24
UYW63258,BA.4.6.4,ORF6 protein,61,Viet Nam,2022-08-24,2022,8,24
UYW63259,BA.4.6.4,ORF7a protein,121,Viet Nam,2022-08-24,2022,8,24
UYW63260,BA.4.6.4,ORF7b protein,43,Viet Nam,2022-08-24,2022,8,24
UYW63261,BA.4.6.4,ORF8 protein,121,Viet Nam,2022-08-24,2022,8,24
UYW63262,BA.4.6.4,nucleocapsid phosphoprotein,416,Viet Nam,2022-08-24,2022,8,24
UYW63263,BA.4.6.4,ORF10 protein,38,Viet Nam,2022-08-24,2022,8,24
UYW63276,BA.5.2.6,ORF1ab polyprotein,7093,Viet Nam,2022-08-25,2022,8,25
UYW63277,BA.5.2.6,ORF1a polyprotein,4402,Viet Nam,2022-08-25,2022,8,25
UYW63278,BA.5.2.6,surface glycoprotein,1268,Viet Nam,2022-08-25,2022,8,25
UYW63279,BA.5.2.6,ORF3a protein,275,Viet Nam,2022-08-25,2022,8,25
UYW63280,BA.5.2.6,envelope protein,75,Viet Nam,2022-08-25,2022,8,25
UYW63281,BA.5.2.6,membrane glycoprotein,222,Viet Nam,2022-08-25,2022,8,25
UYW63282,BA.5.2.6,ORF6 protein,61,Viet Nam,2022-08-25,2022,8,25
UYW63283,BA.5.2.6,ORF7a protein,121,Viet Nam,2022-08-25,2022,8,25
UYW63284,BA.5.2.6,ORF7b protein,43,Viet Nam,2022-08-25,2022,8,25
UYW63285,BA.5.2.6,ORF8 protein,121,Viet Nam,2022-08-25,2022,8,25
UYW63286,BA.5.2.6,nucleocapsid phosphoprotein,416,Viet Nam,2022-08-25,2022,8,25
UYW63287,BA.5.2.6,ORF10 protein,38,Viet Nam,2022-08-25,2022,8,25
UYW63396,BF.5,ORF1ab polyprotein,7093,Viet Nam,2022-08-27,2022,8,27
UYW63397,BF.5,ORF1a polyprotein,4402,Viet Nam,2022-08-27,2022,8,27
UYW63398,BF.5,surface glycoprotein,1268,Viet Nam,2022-08-27,2022,8,27
UYW63399,BF.5,ORF3a protein,275,Viet Nam,2022-08-27,2022,8,27
UYW63400,BF.5,envelope protein,75,Viet Nam,2022-08-27,2022,8,27
UYW63401,BF.5,membrane glycoprotein,222,Viet Nam,2022-08-27,2022,8,27
UYW63402,BF.5,ORF6 protein,61,Viet Nam,2022-08-27,2022,8,27
UYW63403,BF.5,ORF7a protein,121,Viet Nam,2022-08-27,2022,8,27
UYW63404,BF.5,ORF7b protein,43,Viet Nam,2022-08-27,2022,8,27
UYW63405,BF.5,ORF8 protein,121,Viet Nam,2022-08-27,2022,8,27
UYW63406,BF.5,nucleocapsid phosphoprotein,416,Viet Nam,2022-08-27,2022,8,27
UYW63407,BF.5,ORF10 protein,38,Viet Nam,2022-08-27,2022,8,27
UYW63456,BE.1.4,ORF1ab polyprotein,7093,Viet Nam,2022-08-31,2022,8,31
UYW63457,BE.1.4,ORF1a polyprotein,4402,Viet Nam,2022-08-31,2022,8,31
UYW63458,BE.1.4,surface glycoprotein,1267,Viet Nam,2022-08-31,2022,8,31
UYW63459,BE.1.4,ORF3a protein,275,Viet Nam,2022-08-31,2022,8,31
UYW63460,BE.1.4,envelope protein,75,Viet Nam,2022-08-31,2022,8,31
UYW63461,BE.1.4,membrane glycoprotein,222,Viet Nam,2022-08-31,2022,8,31
UYW63462,BE.1.4,ORF6 protein,61,Viet Nam,2022-08-31,2022,8,31
UYW63463,BE.1.4,ORF7a protein,121,Viet Nam,2022-08-31,2022,8,31
UYW63464,BE.1.4,ORF7b protein,43,Viet Nam,2022-08-31,2022,8,31
UYW63465,BE.1.4,ORF8 protein,121,Viet Nam,2022-08-31,2022,8,31
UYW63466,BE.1.4,nucleocapsid phosphoprotein,416,Viet Nam,2022-08-31,2022,8,31
UYW63467,BE.1.4,ORF10 protein,38,Viet Nam,2022-08-31,2022,8,31
UYW63696,BA.4.5,ORF1ab polyprotein,7090,Viet Nam,2022-09-03,2022,9,3
UYW63697,BA.4.5,ORF1a polyprotein,4399,Viet Nam,2022-09-03,2022,9,3
UYW63698,BA.4.5,surface glycoprotein,1268,Viet Nam,2022-09-03,2022,9,3
UYW63699,BA.4.5,ORF3a protein,275,Viet Nam,2022-09-03,2022,9,3
UYW63700,BA.4.5,envelope protein,75,Viet Nam,2022-09-03,2022,9,3
UYW63701,BA.4.5,membrane glycoprotein,222,Viet Nam,2022-09-03,2022,9,3
UYW63702,BA.4.5,ORF6 protein,61,Viet Nam,2022-09-03,2022,9,3
UYW63703,BA.4.5,ORF7a protein,121,Viet Nam,2022-09-03,2022,9,3
UYW63704,BA.4.5,ORF7b protein,43,Viet Nam,2022-09-03,2022,9,3
UYW63705,BA.4.5,ORF8 protein,121,Viet Nam,2022-09-03,2022,9,3
UYW63706,BA.4.5,nucleocapsid phosphoprotein,416,Viet Nam,2022-09-03,2022,9,3
UYW63707,BA.4.5,ORF10 protein,38,Viet Nam,2022-09-03,2022,9,3
UYW63767,BA.2,ORF1ab polyprotein,7093,Viet Nam,2022-09-05,2022,9,5
UYW63768,BA.2,ORF1a polyprotein,4402,Viet Nam,2022-09-05,2022,9,5
UYW63769,BA.2,surface glycoprotein,1267,Viet Nam,2022-09-05,2022,9,5
UYW63770,BA.2,ORF3a protein,275,Viet Nam,2022-09-05,2022,9,5
UYW63771,BA.2,envelope protein,75,Viet Nam,2022-09-05,2022,9,5
UYW63772,BA.2,membrane glycoprotein,222,Viet Nam,2022-09-05,2022,9,5
UYW63773,BA.2,ORF6 protein,61,Viet Nam,2022-09-05,2022,9,5
UYW63774,BA.2,ORF7a protein,121,Viet Nam,2022-09-05,2022,9,5
UYW63775,BA.2,ORF7b protein,43,Viet Nam,2022-09-05,2022,9,5
UYW63776,BA.2,ORF8 protein,121,Viet Nam,2022-09-05,2022,9,5
UYW63777,BA.2,nucleocapsid phosphoprotein,416,Viet Nam,2022-09-05,2022,9,5
UYW63778,BA.2,ORF10 protein,38,Viet Nam,2022-09-05,2022,9,5
UYW63837,BE.1.1,ORF1ab polyprotein,7093,Viet Nam,2022-09-07,2022,9,7
UYW63838,BE.1.1,ORF1a polyprotein,4402,Viet Nam,2022-09-07,2022,9,7
UYW63839,BE.1.1,surface glycoprotein,1268,Viet Nam,2022-09-07,2022,9,7
UYW63840,BE.1.1,ORF3a protein,275,Viet Nam,2022-09-07,2022,9,7
UYW63841,BE.1.1,envelope protein,75,Viet Nam,2022-09-07,2022,9,7
UYW63842,BE.1.1,membrane glycoprotein,222,Viet Nam,2022-09-07,2022,9,7
UYW63843,BE.1.1,ORF6 protein,61,Viet Nam,2022-09-07,2022,9,7
UYW63844,BE.1.1,ORF7a protein,121,Viet Nam,2022-09-07,2022,9,7
UYW63845,BE.1.1,ORF7b protein,43,Viet Nam,2022-09-07,2022,9,7
UYW63846,BE.1.1,ORF8 protein,121,Viet Nam,2022-09-07,2022,9,7
UYW63847,BE.1.1,nucleocapsid phosphoprotein,416,Viet Nam,2022-09-07,2022,9,7
UYW63848,BE.1.1,ORF10 protein,38,Viet Nam,2022-09-07,2022,9,7
UYW63861,BA.2.3,ORF1ab polyprotein,7093,Viet Nam,2022-09-08,2022,9,8
UYW63862,BA.2.3,ORF1a polyprotein,4402,Viet Nam,2022-09-08,2022,9,8
UYW63863,BA.2.3,surface glycoprotein,1267,Viet Nam,2022-09-08,2022,9,8
UYW63864,BA.2.3,ORF3a protein,275,Viet Nam,2022-09-08,2022,9,8
UYW63865,BA.2.3,envelope protein,75,Viet Nam,2022-09-08,2022,9,8
UYW63866,BA.2.3,membrane glycoprotein,222,Viet Nam,2022-09-08,2022,9,8
UYW63867,BA.2.3,ORF6 protein,61,Viet Nam,2022-09-08,2022,9,8
UYW63868,BA.2.3,ORF7a protein,121,Viet Nam,2022-09-08,2022,9,8
UYW63869,BA.2.3,ORF7b protein,43,Viet Nam,2022-09-08,2022,9,8
UYW63870,BA.2.3,ORF8 protein,121,Viet Nam,2022-09-08,2022,9,8
UYW63871,BA.2.3,nucleocapsid phosphoprotein,416,Viet Nam,2022-09-08,2022,9,8
UYW63872,BA.2.3,ORF10 protein,38,Viet Nam,2022-09-08,2022,9,8
UYW64084,BA.5,ORF1ab polyprotein,7093,Viet Nam,2022-09-15,2022,9,15
UYW64085,BA.5,ORF1a polyprotein,4402,Viet Nam,2022-09-15,2022,9,15
UYW64086,BA.5,surface glycoprotein,1268,Viet Nam,2022-09-15,2022,9,15
UYW64087,BA.5,ORF3a protein,275,Viet Nam,2022-09-15,2022,9,15
UYW64088,BA.5,envelope protein,75,Viet Nam,2022-09-15,2022,9,15
UYW64089,BA.5,membrane glycoprotein,222,Viet Nam,2022-09-15,2022,9,15
UYW64090,BA.5,ORF6 protein,61,Viet Nam,2022-09-15,2022,9,15
UYW64091,BA.5,ORF7a protein,121,Viet Nam,2022-09-15,2022,9,15
UYW64092,BA.5,ORF7b protein,43,Viet Nam,2022-09-15,2022,9,15
UYW64093,BA.5,ORF8 protein,121,Viet Nam,2022-09-15,2022,9,15
UYW64094,BA.5,nucleocapsid phosphoprotein,416,Viet Nam,2022-09-15,2022,9,15
UYW64095,BA.5,ORF10 protein,38,Viet Nam,2022-09-15,2022,9,15
UYW64310,BA.5.1.22,ORF1ab polyprotein,7093,Viet Nam,2022-09-18,2022,9,18
UYW64311,BA.5.1.22,ORF1a polyprotein,4402,Viet Nam,2022-09-18,2022,9,18
UYW64312,BA.5.1.22,surface glycoprotein,1268,Viet Nam,2022-09-18,2022,9,18
UYW64313,BA.5.1.22,ORF3a protein,275,Viet Nam,2022-09-18,2022,9,18
UYW64314,BA.5.1.22,envelope protein,75,Viet Nam,2022-09-18,2022,9,18
UYW64315,BA.5.1.22,membrane glycoprotein,222,Viet Nam,2022-09-18,2022,9,18
UYW64316,BA.5.1.22,ORF6 protein,61,Viet Nam,2022-09-18,2022,9,18
UYW64317,BA.5.1.22,ORF7a protein,121,Viet Nam,2022-09-18,2022,9,18
UYW64318,BA.5.1.22,ORF7b protein,43,Viet Nam,2022-09-18,2022,9,18
UYW64319,BA.5.1.22,ORF8 protein,121,Viet Nam,2022-09-18,2022,9,18
UYW64320,BA.5.1.22,nucleocapsid phosphoprotein,416,Viet Nam,2022-09-18,2022,9,18
UYW64321,BA.5.1.22,ORF10 protein,38,Viet Nam,2022-09-18,2022,9,18
UYW64322,BA.5.2.6,ORF1ab polyprotein,7093,Viet Nam,2022-09-18,2022,9,18
UYW64323,BA.5.2.6,ORF1a polyprotein,4402,Viet Nam,2022-09-18,2022,9,18
UYW64324,BA.5.2.6,surface glycoprotein,1268,Viet Nam,2022-09-18,2022,9,18
UYW64325,BA.5.2.6,ORF3a protein,275,Viet Nam,2022-09-18,2022,9,18
UYW64326,BA.5.2.6,envelope protein,75,Viet Nam,2022-09-18,2022,9,18
UYW64327,BA.5.2.6,membrane glycoprotein,222,Viet Nam,2022-09-18,2022,9,18
UYW64328,BA.5.2.6,ORF6 protein,61,Viet Nam,2022-09-18,2022,9,18
UYW64329,BA.5.2.6,ORF7a protein,121,Viet Nam,2022-09-18,2022,9,18
UYW64330,BA.5.2.6,ORF7b protein,43,Viet Nam,2022-09-18,2022,9,18
UYW64331,BA.5.2.6,ORF8 protein,121,Viet Nam,2022-09-18,2022,9,18
UYW64332,BA.5.2.6,nucleocapsid phosphoprotein,416,Viet Nam,2022-09-18,2022,9,18
UYW64333,BA.5.2.6,ORF10 protein,38,Viet Nam,2022-09-18,2022,9,18
UYW64430,BE.4.1,ORF1ab polyprotein,7093,Viet Nam,2022-09-20,2022,9,20
UYW64431,BE.4.1,ORF1a polyprotein,4402,Viet Nam,2022-09-20,2022,9,20
UYW64432,BE.4.1,surface glycoprotein,1268,Viet Nam,2022-09-20,2022,9,20
UYW64433,BE.4.1,ORF3a protein,275,Viet Nam,2022-09-20,2022,9,20
UYW64434,BE.4.1,envelope protein,75,Viet Nam,2022-09-20,2022,9,20
UYW64435,BE.4.1,membrane glycoprotein,222,Viet Nam,2022-09-20,2022,9,20
UYW64436,BE.4.1,ORF6 protein,61,Viet Nam,2022-09-20,2022,9,20
UYW64437,BE.4.1,ORF7a protein,121,Viet Nam,2022-09-20,2022,9,20
UYW64438,BE.4.1,ORF7b protein,43,Viet Nam,2022-09-20,2022,9,20
UYW64439,BE.4.1,ORF8 protein,121,Viet Nam,2022-09-20,2022,9,20
UYW64440,BE.4.1,nucleocapsid phosphoprotein,416,Viet Nam,2022-09-20,2022,9,20
UYW64441,BE.4.1,ORF10 protein,38,Viet Nam,2022-09-20,2022,9,20
UYW64466,BN.1.3,ORF1ab polyprotein,7093,Viet Nam,2022-09-20,2022,9,20
UYW64467,BN.1.3,ORF1a polyprotein,4402,Viet Nam,2022-09-20,2022,9,20
UYW64468,BN.1.3,surface glycoprotein,1270,Viet Nam,2022-09-20,2022,9,20
UYW64469,BN.1.3,ORF3a protein,275,Viet Nam,2022-09-20,2022,9,20
UYW64470,BN.1.3,envelope protein,75,Viet Nam,2022-09-20,2022,9,20
UYW64471,BN.1.3,membrane glycoprotein,222,Viet Nam,2022-09-20,2022,9,20
UYW64472,BN.1.3,ORF6 protein,61,Viet Nam,2022-09-20,2022,9,20
UYW64473,BN.1.3,ORF7a protein,121,Viet Nam,2022-09-20,2022,9,20
UYW64474,BN.1.3,ORF7b protein,43,Viet Nam,2022-09-20,2022,9,20
UYW64475,BN.1.3,ORF8 protein,121,Viet Nam,2022-09-20,2022,9,20
UYW64476,BN.1.3,nucleocapsid phosphoprotein,416,Viet Nam,2022-09-20,2022,9,20
UYW64477,BN.1.3,ORF10 protein,38,Viet Nam,2022-09-20,2022,9,20
UYW64550,BF.26,ORF1ab polyprotein,7093,Viet Nam,2022-09-21,2022,9,21
UYW64551,BF.26,ORF1a polyprotein,4402,Viet Nam,2022-09-21,2022,9,21
UYW64552,BF.26,surface glycoprotein,1267,Viet Nam,2022-09-21,2022,9,21
UYW64553,BF.26,ORF3a protein,275,Viet Nam,2022-09-21,2022,9,21
UYW64554,BF.26,envelope protein,75,Viet Nam,2022-09-21,2022,9,21
UYW64555,BF.26,membrane glycoprotein,222,Viet Nam,2022-09-21,2022,9,21
UYW64556,BF.26,ORF6 protein,61,Viet Nam,2022-09-21,2022,9,21
UYW64557,BF.26,ORF7a protein,121,Viet Nam,2022-09-21,2022,9,21
UYW64558,BF.26,ORF7b protein,43,Viet Nam,2022-09-21,2022,9,21
UYW64559,BF.26,ORF8 protein,121,Viet Nam,2022-09-21,2022,9,21
UYW64560,BF.26,nucleocapsid phosphoprotein,416,Viet Nam,2022-09-21,2022,9,21
UYW64561,BF.26,ORF10 protein,38,Viet Nam,2022-09-21,2022,9,21
UYW64634,BA.2.75.2,ORF1ab polyprotein,7093,Viet Nam,2022-09-21,2022,9,21
UYW64635,BA.2.75.2,ORF1a polyprotein,4402,Viet Nam,2022-09-21,2022,9,21
UYW64636,BA.2.75.2,surface glycoprotein,1270,Viet Nam,2022-09-21,2022,9,21
UYW64637,BA.2.75.2,ORF3a protein,275,Viet Nam,2022-09-21,2022,9,21
UYW64638,BA.2.75.2,envelope protein,75,Viet Nam,2022-09-21,2022,9,21
UYW64639,BA.2.75.2,membrane glycoprotein,222,Viet Nam,2022-09-21,2022,9,21
UYW64640,BA.2.75.2,ORF6 protein,61,Viet Nam,2022-09-21,2022,9,21
UYW64641,BA.2.75.2,ORF7a protein,121,Viet Nam,2022-09-21,2022,9,21
UYW64642,BA.2.75.2,ORF7b protein,43,Viet Nam,2022-09-21,2022,9,21
UYW64643,BA.2.75.2,ORF8 protein,121,Viet Nam,2022-09-21,2022,9,21
UYW64644,BA.2.75.2,nucleocapsid phosphoprotein,416,Viet Nam,2022-09-21,2022,9,21
UYW64645,BA.2.75.2,ORF10 protein,38,Viet Nam,2022-09-21,2022,9,21
UYW64682,BE.1.4,ORF1ab polyprotein,7093,Viet Nam,2022-09-21,2022,9,21
UYW64683,BE.1.4,ORF1a polyprotein,4402,Viet Nam,2022-09-21,2022,9,21
UYW64684,BE.1.4,surface glycoprotein,1267,Viet Nam,2022-09-21,2022,9,21
UYW64685,BE.1.4,ORF3a protein,275,Viet Nam,2022-09-21,2022,9,21
UYW64686,BE.1.4,envelope protein,75,Viet Nam,2022-09-21,2022,9,21
UYW64687,BE.1.4,membrane glycoprotein,222,Viet Nam,2022-09-21,2022,9,21
UYW64688,BE.1.4,ORF6 protein,61,Viet Nam,2022-09-21,2022,9,21
UYW64689,BE.1.4,ORF7a protein,121,Viet Nam,2022-09-21,2022,9,21
UYW64690,BE.1.4,ORF7b protein,43,Viet Nam,2022-09-21,2022,9,21
UYW64691,BE.1.4,ORF8 protein,121,Viet Nam,2022-09-21,2022,9,21
UYW64692,BE.1.4,nucleocapsid phosphoprotein,416,Viet Nam,2022-09-21,2022,9,21
UYW64693,BE.1.4,ORF10 protein,38,Viet Nam,2022-09-21,2022,9,21
UYW64850,BL.1,ORF1ab polyprotein,7093,Viet Nam,2022-09-25,2022,9,25
UYW64851,BL.1,ORF1a polyprotein,4402,Viet Nam,2022-09-25,2022,9,25
UYW64852,BL.1,surface glycoprotein,1270,Viet Nam,2022-09-25,2022,9,25
UYW64853,BL.1,ORF3a protein,275,Viet Nam,2022-09-25,2022,9,25
UYW64854,BL.1,envelope protein,75,Viet Nam,2022-09-25,2022,9,25
UYW64855,BL.1,membrane glycoprotein,222,Viet Nam,2022-09-25,2022,9,25
UYW64856,BL.1,ORF6 protein,61,Viet Nam,2022-09-25,2022,9,25
UYW64857,BL.1,ORF7a protein,121,Viet Nam,2022-09-25,2022,9,25
UYW64858,BL.1,ORF7b protein,43,Viet Nam,2022-09-25,2022,9,25
UYW64859,BL.1,ORF8 protein,121,Viet Nam,2022-09-25,2022,9,25
UYW64860,BL.1,nucleocapsid phosphoprotein,416,Viet Nam,2022-09-25,2022,9,25
UYW64861,BL.1,ORF10 protein,38,Viet Nam,2022-09-25,2022,9,25
UYW64874,BF.28,ORF1ab polyprotein,7093,Viet Nam,2022-09-25,2022,9,25
UYW64875,BF.28,ORF1a polyprotein,4402,Viet Nam,2022-09-25,2022,9,25
UYW64876,BF.28,surface glycoprotein,1268,Viet Nam,2022-09-25,2022,9,25
UYW64877,BF.28,ORF3a protein,275,Viet Nam,2022-09-25,2022,9,25
UYW64878,BF.28,envelope protein,75,Viet Nam,2022-09-25,2022,9,25
UYW64879,BF.28,membrane glycoprotein,222,Viet Nam,2022-09-25,2022,9,25
UYW64880,BF.28,ORF6 protein,61,Viet Nam,2022-09-25,2022,9,25
UYW64881,BF.28,ORF7a protein,121,Viet Nam,2022-09-25,2022,9,25
UYW64882,BF.28,ORF7b protein,43,Viet Nam,2022-09-25,2022,9,25
UYW64883,BF.28,ORF8 protein,121,Viet Nam,2022-09-25,2022,9,25
UYW64884,BF.28,nucleocapsid phosphoprotein,416,Viet Nam,2022-09-25,2022,9,25
UYW64885,BF.28,ORF10 protein,38,Viet Nam,2022-09-25,2022,9,25
UYW65112,BA.5.2,ORF1ab polyprotein,7093,Viet Nam,2022-10-02,2022,10,2
UYW65113,BA.5.2,ORF1a polyprotein,4402,Viet Nam,2022-10-02,2022,10,2
UYW65114,BA.5.2,surface glycoprotein,1267,Viet Nam,2022-10-02,2022,10,2
UYW65115,BA.5.2,ORF3a protein,275,Viet Nam,2022-10-02,2022,10,2
UYW65116,BA.5.2,envelope protein,75,Viet Nam,2022-10-02,2022,10,2
UYW65117,BA.5.2,membrane glycoprotein,222,Viet Nam,2022-10-02,2022,10,2
UYW65118,BA.5.2,ORF6 protein,61,Viet Nam,2022-10-02,2022,10,2
UYW65119,BA.5.2,ORF7a protein,121,Viet Nam,2022-10-02,2022,10,2
UYW65120,BA.5.2,ORF7b protein,43,Viet Nam,2022-10-02,2022,10,2
UYW65121,BA.5.2,ORF8 protein,121,Viet Nam,2022-10-02,2022,10,2
UYW65122,BA.5.2,nucleocapsid phosphoprotein,416,Viet Nam,2022-10-02,2022,10,2
UYW65123,BA.5.2,ORF10 protein,38,Viet Nam,2022-10-02,2022,10,2
UYW65124,BA.5.2.20,ORF1ab polyprotein,7093,Viet Nam,2022-10-02,2022,10,2
UYW65125,BA.5.2.20,ORF1a polyprotein,4402,Viet Nam,2022-10-02,2022,10,2
UYW65126,BA.5.2.20,surface glycoprotein,1267,Viet Nam,2022-10-02,2022,10,2
UYW65127,BA.5.2.20,ORF3a protein,275,Viet Nam,2022-10-02,2022,10,2
UYW65128,BA.5.2.20,envelope protein,75,Viet Nam,2022-10-02,2022,10,2
UYW65129,BA.5.2.20,membrane glycoprotein,222,Viet Nam,2022-10-02,2022,10,2
UYW65130,BA.5.2.20,ORF6 protein,61,Viet Nam,2022-10-02,2022,10,2
UYW65131,BA.5.2.20,ORF7a protein,121,Viet Nam,2022-10-02,2022,10,2
UYW65132,BA.5.2.20,ORF7b protein,43,Viet Nam,2022-10-02,2022,10,2
UYW65133,BA.5.2.20,ORF8 protein,121,Viet Nam,2022-10-02,2022,10,2
UYW65134,BA.5.2.20,nucleocapsid phosphoprotein,416,Viet Nam,2022-10-02,2022,10,2
UYW65135,BA.5.2.20,ORF10 protein,38,Viet Nam,2022-10-02,2022,10,2
UYW65207,BA.5.2.1,ORF1ab polyprotein,7093,Viet Nam,2022-10-02,2022,10,2
UYW65208,BA.5.2.1,ORF1a polyprotein,4402,Viet Nam,2022-10-02,2022,10,2
UYW65209,BA.5.2.1,surface glycoprotein,1268,Viet Nam,2022-10-02,2022,10,2
UYW65210,BA.5.2.1,ORF3a protein,275,Viet Nam,2022-10-02,2022,10,2
UYW65211,BA.5.2.1,envelope protein,75,Viet Nam,2022-10-02,2022,10,2
UYW65212,BA.5.2.1,membrane glycoprotein,222,Viet Nam,2022-10-02,2022,10,2
UYW65213,BA.5.2.1,ORF6 protein,61,Viet Nam,2022-10-02,2022,10,2
UYW65214,BA.5.2.1,ORF7a protein,121,Viet Nam,2022-10-02,2022,10,2
UYW65215,BA.5.2.1,ORF7b protein,43,Viet Nam,2022-10-02,2022,10,2
UYW65216,BA.5.2.1,ORF8 protein,121,Viet Nam,2022-10-02,2022,10,2
UYW65217,BA.5.2.1,nucleocapsid phosphoprotein,416,Viet Nam,2022-10-02,2022,10,2
UYW65218,BA.5.2.1,ORF10 protein,38,Viet Nam,2022-10-02,2022,10,2
UYW65231,BN.1.3.5,ORF1ab polyprotein,7093,Viet Nam,2022-10-02,2022,10,2
UYW65232,BN.1.3.5,ORF1a polyprotein,4402,Viet Nam,2022-10-02,2022,10,2
UYW65233,BN.1.3.5,surface glycoprotein,1270,Viet Nam,2022-10-02,2022,10,2
UYW65234,BN.1.3.5,ORF3a protein,275,Viet Nam,2022-10-02,2022,10,2
